Checked,Master,Accession,Description,Coverage,# Peptides,# PSMs,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Ratios: (NASA FLT) / (Pool),Ratios: (Ba Pool) / (Pool),Ratios: (FLT Pool) / (Pool),Ratio Standard Errors [%]: (NASA FLT) / (Pool),Ratio Standard Errors [%]: (Ba Pool) / (Pool),Ratio Standard Errors [%]: (FLT Pool) / (Pool),emPAI,# Peptides A2,# Cumulative Decoys A2,FDR A2,Confidence A2,|Log Prob| A2
False,IsMasterProteinCandidate,Q3TKB7,Putative uncharacterized protein OS=Mus musculus GN=Mrps18b PE=2 SV=1,17.7165354330709,3,4,3,1,254,28.668,8.35,,,,,,,,3,1,0.00023696682464455,Yellow,6.52039007809078
False,IsMasterProtein,Q3THT9,Putative uncharacterized protein OS=Mus musculus GN=Mrps18b PE=2 SV=1,17.7165354330709,3,4,3,1,254,28.688,8.35,,,,,,,,3,1,0.00023696682464455,Yellow,6.52039007809078
False,IsMasterProteinCandidate,Q99N84,"28S ribosomal protein S18b, mitochondrial OS=Mus musculus GN=Mrps18b PE=1 SV=1",17.7165354330709,3,4,3,1,254,28.684,8.35,,,,,,,,3,1,0.00023696682464455,Yellow,6.52039007809078
False,IsMasterProtein,Q8BU11,TOX high mobility group box family member 4 OS=Mus musculus GN=Tox4 PE=1 SV=3,3.06946688206785,2,2,2,1,619,65.92,5.01,1.03,0.9,0.77,17.4,,,,2,1,0.000236910684671879,Yellow,6.51689764424063
False,IsMasterProtein,A2NMA3,Anti-carcinoma embryonic antigen light chain variable region (Fragment) OS=Mus musculus PE=2 SV=1,12.1495327102804,1,1,1,1,107,11.637,7.28,1.14,0.66,,92.04,,,,1,1,0.000236854571293226,Yellow,6.51685963372235
False,IsMasterProtein,Q059G7,"MCG16762, isoform CRA_a OS=Mus musculus GN=Mrps21 PE=2 SV=1",39.0804597701149,3,4,3,1,87,10.554,10.32,1.1,0.56,1.32,40.43,,45.69,,3,1,0.000236798484489699,Yellow,6.49725092837934
False,IsMasterProtein,Q9DCH2,Ribonuclease P protein subunit p20 OS=Mus musculus GN=Pop7 PE=2 SV=1,18.5714285714286,2,2,2,1,140,15.767,8.69,0.81,0.39,1.11,28.34,,,,2,1,0.000236742424242424,Yellow,6.49699608477074
False,IsMasterProtein,Q80U38,Protein KHNYN OS=Mus musculus GN=Khnyn PE=2 SV=2,10.2831594634873,7,7,7,1,671,74.519,7.87,0.72,0.8,0.75,51.36,,70.31,,7,1,0.000236686390532544,Yellow,6.49323144440305
False,IsMasterProtein,P07361,Alpha-1-acid glycoprotein 2 OS=Mus musculus GN=Orm2 PE=1 SV=1,14.4927536231884,3,4,3,1,207,23.828,5.45,1.5,1.24,0.57,162.94,6.91,15.22,,3,1,0.000236630383341221,Yellow,6.48354521167055
False,IsMasterProtein,Q9DBG9,Tax1-binding protein 3 OS=Mus musculus GN=Tax1bp3 PE=1 SV=1,17.741935483871,2,4,2,1,124,13.714,8.48,,,,,,,,2,1,0.000236574402649633,Yellow,6.48111046466059
False,IsMasterProteinCandidate,Q32NY4-2,Isoform 2 of Metal transporter CNNM3 OS=Mus musculus GN=Cnnm3,6.49717514124294,4,4,4,1,708,75.758,5.64,1.03,0.96,0.81,33.09,33.58,9.15,,4,1,0.000236518448438978,Yellow,6.47532735849266
False,IsMasterProtein,Q32NY4,Metal transporter CNNM3 OS=Mus musculus GN=Cnnm3 PE=1 SV=2,6.45161290322581,4,4,4,1,713,76.232,5.58,1.03,0.96,0.81,33.09,33.58,9.15,,4,1,0.000236518448438978,Yellow,6.47532735849266
False,IsMasterProtein,Q8K5C8,Cis-retinol/androgen dehydrogenase type 3 OS=Mus musculus GN=Rdh9 PE=2 SV=1,6.62460567823344,2,2,2,1,317,35.741,8.62,1.2,1.0,1.02,29.09,1.97,10.83,,2,1,0.000236462520690471,Yellow,6.47274242889247
False,IsMasterProtein,Q8BZF8,Phosphoglucomutase-like protein 5 OS=Mus musculus GN=Pgm5 PE=1 SV=2,7.93650793650794,4,5,4,1,567,62.181,7.18,0.79,0.66,1.05,84.74,14.23,64.13,,4,1,0.000236406619385343,Yellow,6.47146631132295
False,IsMasterProtein,Q91W53,Golgin subfamily A member 7 OS=Mus musculus GN=Golga7 PE=1 SV=1,19.7080291970803,3,3,3,1,137,15.782,7.05,0.93,0.83,0.64,33.28,10.74,3.78,,3,1,0.000236350744504845,Yellow,6.47137790711296
False,IsMasterProtein,Q505B7,Protein archease OS=Mus musculus GN=Zbtb8os PE=1 SV=2,11.3095238095238,2,2,2,1,168,19.715,4.56,1.62,1.08,1.33,53.99,43.37,29.26,,2,1,0.000236294896030246,Yellow,6.46993578202441
False,IsMasterProtein,P11928,2'-5'-oligoadenylate synthase 1A OS=Mus musculus GN=Oas1a PE=1 SV=2,19.0735694822888,4,4,4,1,367,42.402,8.09,0.99,0.6,0.88,46.88,43.0,49.63,,4,1,0.00023623907394283,Yellow,6.45132298991073
False,IsMasterProtein,O08919,Numb-like protein OS=Mus musculus GN=Numbl PE=1 SV=3,6.29139072847682,4,5,2,1,604,64.09,8.82,,,,,,,,4,1,0.000236183278223902,Yellow,6.44882982067703
False,IsMasterProteinCandidate,Q3UH86,Putative uncharacterized protein OS=Mus musculus GN=Numbl PE=2 SV=1,6.74955595026643,4,5,2,1,563,60.042,8.88,,,,,,,,4,1,0.000236183278223902,Yellow,6.44882982067703
False,IsMasterProteinCandidate,Q3TD53,"Histocompatibility 2, class II antigen A, beta 1 OS=Mus musculus GN=H2-Ab1 PE=2 SV=1",8.30188679245283,1,1,1,1,265,30.109,7.24,0.66,0.49,0.75,55.73,,,,1,1,0.000236127508854782,Yellow,6.44117866143244
False,IsMasterProteinCandidate,Q7YQ02,MHC class II antigen A beta (Fragment) OS=Mus musculus GN=H2-Ab1 PE=2 SV=1,11.4583333333333,1,1,1,1,192,22.693,6.52,0.66,0.49,0.75,55.73,,,,1,1,0.000236127508854782,Yellow,6.44117866143244
False,IsMasterProtein,P01921,"H-2 class II histocompatibility antigen, A-D beta chain OS=Mus musculus GN=H2-Ab1 PE=1 SV=1",8.30188679245283,1,1,1,1,265,29.935,7.83,0.66,0.49,0.75,55.73,,,,1,1,0.000236127508854782,Yellow,6.44117866143244
False,IsMasterProteinCandidate,O19455,Major histocompatibility complex class II beta chain (Fragment) OS=Mus musculus PE=4 SV=1,9.44206008583691,1,1,1,1,233,26.887,7.84,0.66,0.49,0.75,55.73,,,,1,1,0.000236127508854782,Yellow,6.44117866143244
False,IsMasterProteinCandidate,Q7YQ01,MHC class II antigen A beta (Fragment) OS=Mus musculus GN=H2-Ab1 PE=2 SV=1,11.5183246073298,1,1,1,1,191,22.578,6.73,0.66,0.49,0.75,55.73,,,,1,1,0.000236127508854782,Yellow,6.44117866143244
False,IsMasterProteinCandidate,Q8BPA0,Putative uncharacterized protein OS=Mus musculus GN=H2-Ab1 PE=2 SV=1,8.30188679245283,1,1,1,1,265,30.139,6.99,0.66,0.49,0.75,55.73,,,,1,1,0.000236127508854782,Yellow,6.44117866143244
False,IsMasterProteinCandidate,Q9TP17,MHC class II antigen beta chain OS=Mus musculus GN=Rmcs1 PE=4 SV=3,8.62745098039216,1,1,1,1,255,29.327,8.05,0.66,0.49,0.75,55.73,,,,1,1,0.000236127508854782,Yellow,6.44117866143244
False,IsMasterProteinCandidate,Q95I79,H2-Ab1 protein OS=Mus musculus GN=H2-Ab1 PE=2 SV=1,8.30188679245283,1,1,1,1,265,29.921,6.93,0.66,0.49,0.75,55.73,,,,1,1,0.000236127508854782,Yellow,6.44117866143244
False,IsMasterProtein,G5E897,"KDEL (Lys-Asp-Glu-Leu) containing 2, isoform CRA_b OS=Mus musculus GN=Kdelc2 PE=1 SV=1",3.37972166998012,1,1,1,1,503,57.65,7.74,2.87,2.95,3.88,47.27,,,,1,1,0.000236071765816808,Yellow,6.43607236476343
False,IsMasterProtein,Q91X20,Set1/Ash2 histone methyltransferase complex subunit ASH2 OS=Mus musculus GN=Ash2l PE=1 SV=1,7.38362760834671,4,4,4,1,623,68.207,5.69,1.09,0.91,1.26,25.22,6.99,13.64,,4,1,0.000236016049091338,Yellow,6.43331519749094
False,IsMasterProteinCandidate,Q3UXF9,Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Ptp4a2 PE=2 SV=1,18.6206896551724,3,4,3,1,145,16.504,8.37,1.12,0.87,1.01,19.69,6.14,14.31,,3,1,0.000235960358659745,Yellow,6.42396604633892
False,IsMasterProtein,O70274,Protein tyrosine phosphatase type IVA 2 OS=Mus musculus GN=Ptp4a2 PE=1 SV=1,16.1676646706587,3,4,3,1,167,19.115,8.37,1.12,0.87,1.01,19.69,6.14,14.31,,3,1,0.000235960358659745,Yellow,6.42396604633892
False,IsMasterProtein,Q9WUB4,Dynactin subunit 6 OS=Mus musculus GN=Dctn6 PE=1 SV=1,32.1052631578947,4,6,4,1,190,20.657,6.67,0.8,0.71,0.93,26.93,16.0,13.77,,4,1,0.000235904694503421,Yellow,6.42028567820736
False,IsMasterProteinCandidate,D3Z6H3,"Dynactin 6, isoform CRA_b OS=Mus musculus GN=Dctn6 PE=1 SV=1",32.972972972973,4,6,4,1,185,20.028,6.38,0.8,0.71,0.93,26.93,16.0,13.77,,4,1,0.000235904694503421,Yellow,6.42028567820736
False,IsMasterProteinCandidate,A0A075B5R0,Protein Ighv5-16 OS=Mus musculus GN=Ighv5-16 PE=4 SV=1,26.7241379310345,2,2,2,1,116,13.209,7.81,0.84,0.74,0.67,39.2,,,,2,1,0.000235849056603774,Yellow,6.41986745084714
False,IsMasterProtein,A0A0B4J1P4,Protein Ighv5-16 (Fragment) OS=Mus musculus GN=Ighv5-16 PE=4 SV=1,26.4957264957265,2,2,2,1,117,13.266,7.81,0.84,0.74,0.67,39.2,,,,2,1,0.000235849056603774,Yellow,6.41986745084714
False,IsMasterProtein,B2RX66,MCG124812 OS=Mus musculus GN=Taok1 PE=2 SV=1,8.39160839160839,7,11,7,1,1001,115.977,7.55,0.91,0.67,1.04,30.01,14.65,13.05,,7,1,0.000235793444942231,Yellow,6.41925150831077
False,IsMasterProtein,Q6IFX2,"Keratin, type I cytoskeletal 42 OS=Mus musculus GN=Krt42 PE=1 SV=1",7.30088495575221,4,6,4,1,452,50.102,5.16,1.45,0.91,0.71,187.93,30.46,61.57,,4,1,0.000235737859500236,Yellow,6.4188821404379
False,IsMasterProteinCandidate,Q9Z1M2,Interferon-g induced GTPase OS=Mus musculus GN=Irgm2 PE=1 SV=1,15.1898734177215,5,6,5,1,395,45.176,6.96,0.97,0.79,0.81,33.62,45.81,27.06,,5,1,0.000235682300259251,Yellow,6.41757580528703
False,IsMasterProteinCandidate,Q3U635,Putative uncharacterized protein OS=Mus musculus GN=Irgm2 PE=2 SV=1,15.1898734177215,5,6,5,1,395,45.186,6.96,0.97,0.79,0.81,33.62,45.81,27.06,,5,1,0.000235682300259251,Yellow,6.41757580528703
False,IsMasterProtein,Q3TNE5,Putative uncharacterized protein OS=Mus musculus GN=Irgm2 PE=2 SV=1,15.1898734177215,5,6,5,1,395,45.195,7.09,0.97,0.79,0.81,33.62,45.81,27.06,,5,1,0.000235682300259251,Yellow,6.41757580528703
False,IsMasterProtein,Q9D7J4,Cytochrome c oxidase protein 20 homolog OS=Mus musculus GN=Cox20 PE=1 SV=1,23.0769230769231,3,4,3,1,117,13.155,9.01,1.15,0.88,0.92,51.25,76.37,52.42,,3,1,0.000235626767200754,Yellow,6.39922567312676
False,IsMasterProtein,P61080,Ubiquitin-conjugating enzyme E2 D1 OS=Mus musculus GN=Ube2d1 PE=2 SV=1,7.48299319727891,1,1,1,1,147,16.591,7.42,0.9,0.81,1.02,27.97,,,,1,1,0.000235571260306243,Yellow,6.3988447166841
False,IsMasterProtein,Q8VDZ4,Palmitoyltransferase ZDHHC5 OS=Mus musculus GN=Zdhhc5 PE=1 SV=1,7.27272727272727,4,4,4,1,715,77.452,9.01,1.68,1.6,1.61,23.87,,,,4,1,0.00023551577955723,Yellow,6.39864891522008
False,IsMasterProtein,Q9D8N2,Protein FAM45A OS=Mus musculus GN=Fam45a PE=1 SV=2,10.9243697478992,2,2,2,1,357,40.395,6.47,1.78,1.28,2.13,29.71,,,,2,1,0.000235460324935248,Yellow,6.39721873729572
False,IsMasterProtein,Q8BH61,Coagulation factor XIII A chain OS=Mus musculus GN=F13a1 PE=1 SV=3,6.01092896174863,4,5,4,1,732,83.155,5.92,0.99,0.99,0.98,27.26,22.19,3.61,,4,1,0.000235404896421846,Yellow,6.38227076929753
False,IsMasterProteinCandidate,E9Q1I6,Protein Mpv17 OS=Mus musculus GN=Mpv17 PE=1 SV=1,26.0606060606061,3,4,3,1,165,18.345,9.82,0.96,0.97,0.72,44.04,20.68,1.06,,3,1,0.000235349493998588,Yellow,6.3804371736701
False,IsMasterProteinCandidate,F8WHT5,Protein Mpv17 OS=Mus musculus GN=Mpv17 PE=1 SV=1,25.2941176470588,3,4,3,1,170,18.54,8.19,0.96,0.97,0.72,44.04,20.68,1.06,,3,1,0.000235349493998588,Yellow,6.3804371736701
False,IsMasterProtein,D6RI47,Protein Mpv17 OS=Mus musculus GN=Mpv17 PE=1 SV=1,22.5130890052356,3,4,3,1,191,20.444,9.82,0.96,0.97,0.72,44.04,20.68,1.06,,3,1,0.000235349493998588,Yellow,6.3804371736701
False,IsMasterProteinCandidate,P19258,Protein Mpv17 OS=Mus musculus GN=Mpv17 PE=1 SV=1,24.4318181818182,3,4,3,1,176,19.673,9.44,0.96,0.97,0.72,44.04,20.68,1.06,,3,1,0.000235349493998588,Yellow,6.3804371736701
False,IsMasterProteinCandidate,G3UVW1,"Mpv17 transgene, kidney disease mutant, isoform CRA_b OS=Mus musculus GN=Mpv17 PE=1 SV=1",24.1573033707865,3,4,3,1,178,19.928,9.57,0.96,0.97,0.72,44.04,20.68,1.06,,3,1,0.000235349493998588,Yellow,6.3804371736701
False,IsMasterProteinCandidate,D3YWI4,Protein Mpv17 OS=Mus musculus GN=Mpv17 PE=1 SV=1,26.5432098765432,3,4,3,1,162,18.037,9.6,0.96,0.97,0.72,44.04,20.68,1.06,,3,1,0.000235349493998588,Yellow,6.3804371736701
False,IsMasterProtein,Q8C7E9,Cleavage stimulation factor subunit 2 tau variant OS=Mus musculus GN=Cstf2t PE=1 SV=2,4.74683544303798,1,1,1,1,632,65.82,7.25,,,,,,,,1,1,0.000235294117647059,Yellow,6.37670065758689
False,IsMasterProtein,Q8CFX3,Protein Pcdh1 OS=Mus musculus GN=Pcdh1 PE=1 SV=1,3.5645472061657,2,3,2,1,1038,112.342,5.02,0.9,0.84,0.67,18.3,,,,2,1,0.000235238767348859,Yellow,6.37528720641677
False,IsMasterProtein,Q9DBD5,"Proline-, glutamic acid- and leucine-rich protein 1 OS=Mus musculus GN=Pelp1 PE=1 SV=2",1.246660730187,1,1,1,1,1123,117.995,4.36,0.88,1.01,1.09,53.32,,,,1,1,0.000235183443085607,Yellow,6.35922832314352
False,IsMasterProtein,Q9CQW9,Interferon-induced transmembrane protein 3 OS=Mus musculus GN=Ifitm3 PE=1 SV=1,20.4379562043796,2,4,2,1,137,14.945,7.4,1.07,0.9,0.87,37.94,7.11,21.88,,2,1,0.000235128144838937,Yellow,6.35399780024891
False,IsMasterProtein,Q62234,Myomesin-1 OS=Mus musculus GN=Myom1 PE=1 SV=2,3.17936412717457,6,7,6,1,1667,185.349,6.16,0.98,0.77,1.32,48.4,23.88,47.31,,6,1,0.000235072872590503,Yellow,6.35163261919012
False,IsMasterProteinCandidate,Z4YJF5,Myomesin-1 OS=Mus musculus GN=Myom1 PE=1 SV=1,3.37794773741236,6,7,6,1,1569,175.371,6.32,0.98,0.77,1.32,48.4,23.88,47.31,,6,1,0.000235072872590503,Yellow,6.35163261919012
False,IsMasterProteinCandidate,Q62234-2,Isoform 2 of Myomesin-1 OS=Mus musculus GN=Myom1,3.37794773741236,6,7,6,1,1569,175.342,6.32,0.98,0.77,1.32,48.4,23.88,47.31,,6,1,0.000235072872590503,Yellow,6.35163261919012
False,IsMasterProtein,Q8K215,LYR motif-containing protein 4 OS=Mus musculus GN=Lyrm4 PE=1 SV=1,41.7582417582418,4,7,4,1,91,10.848,10.13,1.05,0.85,1.15,30.62,9.78,10.61,,4,1,0.000235017626321974,Yellow,6.35132882814751
False,IsMasterProtein,Q91YU8,Suppressor of SWI4 1 homolog OS=Mus musculus GN=Ppan PE=1 SV=2,6.80851063829787,2,2,2,1,470,52.724,10.32,,,,,,,,2,1,0.000234962406015038,Yellow,6.34900690137499
False,IsMasterProtein,Q9D0K1,Peroxisomal membrane protein PEX13 OS=Mus musculus GN=Pex13 PE=1 SV=1,7.65432098765432,3,3,3,1,405,44.582,7.53,1.07,1.09,1.43,33.92,,,,3,1,0.000234907211651398,Yellow,6.34460345640805
False,IsMasterProtein,Q08091,Calponin-1 OS=Mus musculus GN=Cnn1 PE=1 SV=1,7.40740740740741,2,3,2,1,297,33.335,8.97,1.26,0.66,0.9,46.5,44.92,11.03,,2,1,0.000234852043212776,Yellow,6.34138456010088
False,IsMasterProtein,Q9CR27,WASH complex subunit CCDC53 OS=Mus musculus GN=Ccdc53 PE=1 SV=1,12.8865979381443,2,3,2,1,194,21.08,4.46,0.91,0.83,0.8,15.53,0.1,7.55,,2,1,0.000234796900680911,Yellow,6.34053281606899
False,IsMasterProteinCandidate,Q8BND5-3,Isoform 3 of Sulfhydryl oxidase 1 OS=Mus musculus GN=Qsox1,5.1056338028169,2,2,2,1,568,63.296,7.93,1.39,1.34,0.97,43.66,21.37,36.34,,2,1,0.000234741784037559,Yellow,6.33474677802932
False,IsMasterProteinCandidate,Q8BND5-2,Isoform 2 of Sulfhydryl oxidase 1 OS=Mus musculus GN=Qsox1,4.38729198184569,2,2,2,1,661,73.251,6.89,1.39,1.34,0.97,43.66,21.37,36.34,,2,1,0.000234741784037559,Yellow,6.33474677802932
False,IsMasterProtein,Q8BND5,Sulfhydryl oxidase 1 OS=Mus musculus GN=Qsox1 PE=1 SV=1,3.87700534759358,2,2,2,1,748,82.733,7.17,1.39,1.34,0.97,43.66,21.37,36.34,,2,1,0.000234741784037559,Yellow,6.33474677802932
False,IsMasterProteinCandidate,Q3TAS6-2,Isoform 2 of ER membrane protein complex subunit 10 OS=Mus musculus GN=Emc10,7.08661417322835,2,3,2,1,254,26.671,6.13,1.03,0.88,0.76,36.75,10.04,3.81,,2,1,0.000234686693264492,Yellow,6.32468658872977
False,IsMasterProtein,Q3TAS6,ER membrane protein complex subunit 10 OS=Mus musculus GN=Emc10 PE=2 SV=2,6.97674418604651,2,3,2,1,258,27.036,5.91,1.03,0.88,0.76,36.75,10.04,3.81,,2,1,0.000234686693264492,Yellow,6.32468658872977
False,IsMasterProteinCandidate,Q3TVB4,Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Pdcd10 PE=2 SV=1,32.7160493827161,6,7,5,1,162,18.91,5.17,0.84,0.66,0.88,62.87,66.14,78.7,,6,1,0.000234631628343501,Yellow,6.32392894550484
False,IsMasterProtein,Q8VE70,Programmed cell death protein 10 OS=Mus musculus GN=Pdcd10 PE=1 SV=1,25.0,6,7,5,1,212,24.7,8.19,0.84,0.66,0.88,62.87,66.14,78.7,,6,1,0.000234631628343501,Yellow,6.32392894550484
False,,Q8C5R8,Protein Prps1l1 OS=Mus musculus GN=Prps1l1 PE=1 SV=1,4.08805031446541,1,3,1,1,318,34.798,6.54,,,,,,,,1,1,0.000234576589256392,Yellow,6.32308005822367
False,IsMasterProteinCandidate,A0A0G2JF44,Intraflagellar transport protein 22 homolog (Fragment) OS=Mus musculus GN=Ift22 PE=1 SV=1,25.8064516129032,3,3,3,1,155,17.512,5.74,1.19,0.98,1.31,56.93,17.13,28.86,,3,1,0.000234521575984991,Yellow,6.31184926563092
False,IsMasterProtein,Q9DAI2,Intraflagellar transport protein 22 homolog OS=Mus musculus GN=Ift22 PE=1 SV=1,21.6216216216216,3,3,3,1,185,20.819,5.25,1.19,0.98,1.31,56.93,17.13,28.86,,3,1,0.000234521575984991,Yellow,6.31184926563092
False,IsMasterProtein,Q8R3W2,"MCG6979, isoform CRA_a OS=Mus musculus GN=0610009B22Rik PE=1 SV=1",18.5714285714286,3,4,3,1,140,16.434,6.61,0.92,0.76,0.67,30.82,45.05,43.1,,3,1,0.000234466588511137,Yellow,6.30049035297936
False,IsMasterProtein,P23906,Interferon regulatory factor 2 OS=Mus musculus GN=Irf2 PE=1 SV=1,6.87679083094556,2,3,2,1,349,39.428,7.49,0.88,0.92,1.25,24.98,28.98,3.42,,2,1,0.00023441162681669,Yellow,6.28951038912703
False,IsMasterProteinCandidate,Q2TAX8,Interferon regulatory factor OS=Mus musculus GN=Irf2 PE=2 SV=1,6.87679083094556,2,3,2,1,349,39.442,7.49,0.88,0.92,1.25,24.98,28.98,3.42,,2,1,0.00023441162681669,Yellow,6.28951038912703
False,IsMasterProteinCandidate,Q923E9,Interferon regulatory factor OS=Mus musculus GN=Irf2 PE=2 SV=1,6.87679083094556,2,3,2,1,349,39.442,7.49,0.88,0.92,1.25,24.98,28.98,3.42,,2,1,0.00023441162681669,Yellow,6.28951038912703
False,IsMasterProtein,Q9ER69,Pre-mRNA-splicing regulator WTAP OS=Mus musculus GN=Wtap PE=1 SV=3,6.31313131313131,3,4,3,1,396,44.15,5.25,1.18,0.72,1.44,26.54,25.01,10.41,,3,1,0.000234356690883525,Yellow,6.2886126737184
False,IsMasterProtein,Q9Z2L6,Multiple inositol polyphosphate phosphatase 1 OS=Mus musculus GN=Minpp1 PE=1 SV=3,14.3451143451143,6,7,6,1,481,54.503,7.49,1.11,0.72,1.13,51.93,24.2,75.96,,6,1,0.000234301780693533,Yellow,6.28090598002649
False,IsMasterProtein,Q6NZB0,DnaJ homolog subfamily C member 8 OS=Mus musculus GN=Dnajc8 PE=1 SV=2,19.3675889328063,6,9,6,1,253,29.794,9.06,1.08,0.93,1.15,21.52,18.51,22.58,,6,1,0.000234246896228625,Yellow,6.27759465545795
False,IsMasterProtein,Q0PD10,"RIKEN cDNA 1810048P08, isoform CRA_c OS=Mus musculus GN=Rab43 PE=2 SV=1",25.2380952380952,4,5,4,1,210,23.249,5.86,1.05,0.88,0.81,28.7,5.06,12.18,,4,1,0.000234192037470726,Yellow,6.27688655952
False,IsMasterProteinCandidate,Q8K0X1,Vascular cell adhesion molecule 1 OS=Mus musculus GN=Vcam1 PE=2 SV=1,6.765899864682,4,4,4,1,739,81.278,5.3,1.3,0.93,1.08,39.95,59.73,25.34,,4,1,0.000234137204401779,Yellow,6.26260936974561
False,IsMasterProtein,P29533,Vascular cell adhesion protein 1 OS=Mus musculus GN=Vcam1 PE=1 SV=1,6.765899864682,4,4,4,1,739,81.265,5.3,1.3,0.93,1.08,39.95,59.73,25.34,,4,1,0.000234137204401779,Yellow,6.26260936974561
False,IsMasterProteinCandidate,Q3TR98,Putative uncharacterized protein OS=Mus musculus GN=Vcam1 PE=2 SV=1,6.765899864682,4,4,4,1,739,81.233,5.34,1.3,0.93,1.08,39.95,59.73,25.34,,4,1,0.000234137204401779,Yellow,6.26260936974561
False,IsMasterProteinCandidate,Q3UPN1,Vascular cell adhesion protein 1 OS=Mus musculus GN=Vcam1 PE=1 SV=1,6.765899864682,4,4,4,1,739,81.264,5.34,1.3,0.93,1.08,39.95,59.73,25.34,,4,1,0.000234137204401779,Yellow,6.26260936974561
False,IsMasterProteinCandidate,Q91X98,Vascular cell adhesion molecule 1 OS=Mus musculus GN=Vcam1 PE=2 SV=2,6.765899864682,4,4,4,1,739,81.279,5.3,1.3,0.93,1.08,39.95,59.73,25.34,,4,1,0.000234137204401779,Yellow,6.26260936974561
False,IsMasterProteinCandidate,Q8C0L6,Peroxisomal N(1)-acetyl-spermine/spermidine oxidase OS=Mus musculus GN=Paox PE=1 SV=3,11.5079365079365,4,5,4,1,504,55.412,5.11,1.07,0.94,1.06,21.86,19.5,11.86,,4,1,0.000234082397003745,Yellow,6.26233214473136
False,IsMasterProtein,Q4GX45,Peroxisomal N1-acetyl-spermine/spermidine OS=Mus musculus GN=Paox PE=2 SV=1,11.5079365079365,4,5,4,1,504,55.472,5.11,1.07,0.94,1.06,21.86,19.5,11.86,,4,1,0.000234082397003745,Yellow,6.26233214473136
False,IsMasterProtein,Q8C0S1,DIS3-like exonuclease 1 OS=Mus musculus GN=Dis3l PE=1 SV=2,6.74264007597341,5,5,5,1,1053,120.208,6.81,1.07,0.87,1.05,28.43,37.96,12.38,,5,1,0.000234027615258601,Yellow,6.25823133409578
False,IsMasterProtein,Q9R060,Cytosolic Fe-S cluster assembly factor NUBP1 OS=Mus musculus GN=Nubp1 PE=1 SV=1,22.5,6,7,6,1,320,34.063,5.9,1.23,1.19,1.84,29.95,53.32,30.36,,6,1,0.000233972859148339,Yellow,6.2570860081709
False,IsMasterProtein,Q69ZF3,Non-lysosomal glucosylceramidase OS=Mus musculus GN=Gba2 PE=1 SV=2,4.68409586056645,3,4,3,1,918,103.227,5.59,0.94,0.74,0.9,23.18,,,,3,1,0.000233918128654971,Yellow,6.24773046744283
False,IsMasterProtein,Q06649,SH3 domain-binding protein 2 OS=Mus musculus GN=Sh3bp2 PE=1 SV=1,12.1645796064401,7,8,6,1,559,62.169,7.87,0.94,0.95,0.94,28.38,3.65,7.35,,7,1,0.000233863423760524,Yellow,6.24179568489109
False,IsMasterProtein,P56371,Ras-related protein Rab-4A OS=Mus musculus GN=Rab4a PE=1 SV=2,10.5504587155963,2,2,2,1,218,24.393,6.07,0.99,0.64,0.56,29.51,,,,2,1,0.000233808744447042,Yellow,6.24072226691203
False,IsMasterProtein,Q9D8V0,Minor histocompatibility antigen H13 OS=Mus musculus GN=Hm13 PE=1 SV=1,8.99470899470899,2,2,2,1,378,41.721,6.04,1.27,0.81,0.57,43.2,,,,2,1,0.000233754090696587,Yellow,6.23439003512053
False,IsMasterProteinCandidate,Q9D8V0-3,Isoform 3 of Minor histocompatibility antigen H13 OS=Mus musculus GN=Hm13,8.99470899470899,2,2,2,1,378,41.31,5.4,1.27,0.81,0.57,43.2,,,,2,1,0.000233754090696587,Yellow,6.23439003512053
False,IsMasterProtein,O54916,RalBP1-associated Eps domain-containing protein 1 OS=Mus musculus GN=Reps1 PE=1 SV=2,4.0251572327044,3,3,3,1,795,86.466,5.58,1.41,1.63,1.32,17.68,,,,3,1,0.000233699462491236,Yellow,6.22758715040901
False,IsMasterProteinCandidate,O54916-3,Isoform 3 of RalBP1-associated Eps domain-containing protein 1 OS=Mus musculus GN=Reps1,4.46927374301676,3,3,3,1,716,77.567,5.97,1.41,1.63,1.32,17.68,,,,3,1,0.000233699462491236,Yellow,6.22758715040901
False,IsMasterProteinCandidate,D3Z2E3,RalBP1-associated Eps domain-containing protein 1 OS=Mus musculus GN=Reps1 PE=1 SV=1,4.53900709219858,3,3,3,1,705,76.78,5.69,1.41,1.63,1.32,17.68,,,,3,1,0.000233699462491236,Yellow,6.22758715040901
False,IsMasterProteinCandidate,F6R6F1,RalBP1-associated Eps domain-containing protein 1 (Fragment) OS=Mus musculus GN=Reps1 PE=1 SV=1,4.23841059602649,3,3,3,1,755,81.937,5.91,1.41,1.63,1.32,17.68,,,,3,1,0.000233699462491236,Yellow,6.22758715040901
False,IsMasterProteinCandidate,E9Q632,RalBP1-associated Eps domain-containing protein 1 OS=Mus musculus GN=Reps1 PE=1 SV=1,4.16666666666667,3,3,3,1,768,83.456,5.77,1.41,1.63,1.32,17.68,,,,3,1,0.000233699462491236,Yellow,6.22758715040901
