Accession,Description,Coverage [%],# Peptides,# PSMs,# AAs,Mmus_C57-6J_LVR_FLT_I_Rep1_M21,Mmus_C57-6J_LVR_FLT_I_Rep2_M22,Mmus8_C57-6J_LVR_FLT_C_Rep1_M25,Mmus_C57-6J_LVR_FLT_C_Rep2_M26,Mmus_C57-6J_LVR_FLT_C_Rep3_M27,Mmus_C57-6J_LVR_VIV_C_Rep1_M16,Mmus_C57-6J_LVR_VIV_C_Rep2_M17,RR1_GC_NASA_LVR_POOL,RR1_GC_NASA+CASIS_LVR_POOL,RR1_BA_CASIS_LVR_POOL,Mmus_C57-6J_LVR_FLT_I_Rep1_M21,Mmus_C57-6J_LVR_FLT_I_Rep2_M22,Mmus_C57-6J_LVR_FLT_C_Rep1_M25,Mmus_C57-6J_LVR_FLT_C_Rep2_M26,Mmus_C57-6J_LVR_FLT_C_Rep3_M27,Mmus_C57-6J_LVR_VIV_C_Rep1_M16,Mmus_C57-6J_LVR_VIV_C_Rep2_M17,RR1_GC_NASA_LVR_POOL,RR1_GC_NASA+CASIS_LVR_POOL,RR1_BA_CASIS_LVR_POOL
Q9H5X1,Cytosolic iron-sulfur assembly component 2A OS=Homo sapiens OX=9606 GN=CIAO2A PE=1 SV=1,13,2,2,160,28.0,17.9,28.3,28.3,30.9,24.2,32.3,19.3,28.3,28.7,26.8,22.7,34.5,28.2,29.6,31.6,21.8,26.0,21.8,33.9
Q5TDH0,Protein DDI1 homolog 2 OS=Homo sapiens OX=9606 GN=DDI2 PE=1 SV=1,19,6,15,399,235.3,139.8,269.5,235.2,242.7,239.1,261.2,177.1,247.3,214.5,103.0,94.2,102.9,100.8,97.0,94.3,80.6,70.8,75.4,129.5
P52848,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1 OS=Homo sapiens OX=9606 GN=NDST1 PE=1 SV=1,1,1,2,882,22.2,15.9,29.7,31.5,25.1,24.0,30.7,17.7,29.4,30.3,10.1,11.0,15.9,8.2,11.0,8.2,8.1,11.9,5.2,12.3
P84085,ADP-ribosylation factor 5 OS=Homo sapiens OX=9606 GN=ARF5 PE=1 SV=2,16,3,13,180,138.4,127.9,198.0,247.1,164.4,199.5,198.4,156.6,147.3,147.6,155.5,139.7,296.8,171.2,206.6,204.5,153.2,170.4,129.7,203.7
Q92615,La-related protein 4B OS=Homo sapiens OX=9606 GN=LARP4B PE=1 SV=3,3,2,3,738,97.0,61.7,112.2,122.7,117.5,103.7,111.2,81.9,113.2,93.6,,,,,,,,,,
Q9HCQ5,Polypeptide N-acetylgalactosaminyltransferase 9 OS=Homo sapiens OX=9606 GN=GALNT9 PE=1 SV=3,1,1,6,603,192.0,111.5,234.5,232.6,217.2,214.2,203.4,169.1,189.3,178.9,223.8,224.8,378.3,284.5,297.3,269.0,267.7,240.2,230.5,326.5
Q86VL8,Multidrug and toxin extrusion protein 2 OS=Homo sapiens OX=9606 GN=SLC47A2 PE=1 SV=1,2,1,5,602,62.3,30.5,59.8,65.8,55.9,64.4,67.3,49.0,58.3,54.3,110.6,103.0,142.8,123.2,138.0,132.1,93.7,110.6,92.4,135.9
Q15287,RNA-binding protein with serine-rich domain 1 OS=Homo sapiens OX=9606 GN=RNPS1 PE=1 SV=1,9,1,1,305,21.2,14.5,20.2,31.1,20.4,23.6,28.7,15.0,18.5,18.8,,,,,,,,,,
Q14839,Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=2,5,8,15,1912,35.3,27.0,47.0,43.8,47.4,50.3,50.7,37.8,32.0,40.8,39.0,32.9,53.2,44.7,46.0,54.0,41.8,45.2,39.6,57.2
Q9Y5J9,Mitochondrial import inner membrane translocase subunit Tim8 B OS=Homo sapiens OX=9606 GN=TIMM8B PE=1 SV=1,13,1,2,83,9.9,8.3,11.7,13.2,16.0,13.9,13.3,10.1,11.3,11.5,,,,,,,,,,
Q8WWZ7,Cholesterol transporter ABCA5 OS=Homo sapiens OX=9606 GN=ABCA5 PE=1 SV=2,0,1,1,1642,,,,,,,,,,,20.1,23.9,38.2,26.7,35.9,25.0,14.6,28.3,16.3,37.6
P35659,Protein DEK OS=Homo sapiens OX=9606 GN=DEK PE=1 SV=1,3,1,2,375,21.7,4.7,14.8,11.7,11.5,17.7,16.4,14.4,18.2,14.5,22.3,30.2,22.8,23.9,20.6,21.6,16.5,20.8,27.6,34.9
P62826,GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=3,8,1,5,216,48.7,30.6,48.9,59.0,48.3,46.6,55.1,36.9,38.3,37.8,45.3,37.5,70.0,60.4,63.5,58.7,48.9,45.6,45.8,85.5
Q96N76,Urocanate hydratase OS=Homo sapiens OX=9606 GN=UROC1 PE=1 SV=1,12,6,63,676,41.4,26.1,41.5,51.7,45.2,59.7,60.0,58.0,50.0,55.9,62.1,55.2,79.9,63.0,60.9,57.4,42.2,53.1,42.8,81.3
Q9NRX2,"39S ribosomal protein L17, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL17 PE=1 SV=1",5,1,1,175,48.6,32.6,42.4,52.5,40.8,37.6,39.8,34.3,29.9,43.0,,,,,,,,,,
Q9NP71,Carbohydrate-responsive element-binding protein OS=Homo sapiens OX=9606 GN=MLXIPL PE=1 SV=1,1,1,2,852,24.3,19.7,41.5,36.9,34.9,31.4,41.5,25.1,26.2,26.6,11.6,18.0,26.9,19.3,27.4,21.4,18.5,22.8,25.3,29.6
P56696,Potassium voltage-gated channel subfamily KQT member 4 OS=Homo sapiens OX=9606 GN=KCNQ4 PE=1 SV=2,2,1,9,695,29.4,24.2,29.8,38.7,43.8,28.6,32.4,24.0,27.9,30.1,28.6,25.3,46.2,30.0,38.1,37.5,26.3,32.6,24.2,39.4
P22105,Tenascin-X OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=5,1,3,4,4244,20.5,9.0,20.2,25.9,17.3,21.0,25.1,17.5,19.6,23.6,30.2,29.2,47.5,33.1,34.9,31.7,35.6,34.1,27.7,45.0
O00154,Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens OX=9606 GN=ACOT7 PE=1 SV=3,3,1,3,380,26.8,12.1,26.1,36.2,26.0,31.2,31.1,27.8,30.6,27.1,18.8,15.7,31.7,28.0,27.2,25.8,22.2,20.9,18.1,24.7
O15400,Syntaxin-7 OS=Homo sapiens OX=9606 GN=STX7 PE=1 SV=4,15,3,6,261,28.7,11.8,29.0,31.6,30.4,27.8,28.5,21.0,28.6,22.4,,,,,,,,,,
P17050,Alpha-N-acetylgalactosaminidase OS=Homo sapiens OX=9606 GN=NAGA PE=1 SV=2,8,2,5,411,181.1,103.8,226.6,193.1,171.9,193.3,161.7,148.7,228.7,183.0,97.3,80.0,129.6,114.2,137.1,146.2,85.3,103.7,99.5,138.2
P68371,Tubulin beta-4B chain OS=Homo sapiens OX=9606 GN=TUBB4B PE=1 SV=1,37,12,121,445,26.5,12.9,31.2,29.9,22.9,27.3,33.2,25.3,24.3,28.3,20.1,19.4,32.3,26.8,28.9,34.5,21.4,27.6,23.7,31.7
P78560,Death domain-containing protein CRADD OS=Homo sapiens OX=9606 GN=CRADD PE=1 SV=1,6,1,1,199,,,,,,,,,,,24.7,21.9,41.4,35.8,33.4,35.5,28.9,23.0,20.3,32.2
Q147X3,N-alpha-acetyltransferase 30 OS=Homo sapiens OX=9606 GN=NAA30 PE=1 SV=1,2,1,1,362,,,,,,,,,,,14.3,7.9,19.9,9.2,11.0,13.0,13.4,12.3,10.8,15.6
Q8N159,"N-acetylglutamate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=NAGS PE=1 SV=1",7,3,7,534,41.6,21.6,41.2,35.8,36.7,35.2,35.8,28.5,26.9,28.0,81.8,69.0,99.4,72.1,74.0,63.1,47.4,57.6,47.6,82.3
P37268,Squalene synthase OS=Homo sapiens OX=9606 GN=FDFT1 PE=1 SV=1,3,1,2,417,8.8,2.8,7.1,18.8,11.3,13.9,14.1,7.3,8.0,8.5,8.7,12.2,17.7,11.6,12.3,10.2,6.7,8.1,3.3,9.9
Q96GI7,Protein FAM89A OS=Homo sapiens OX=9606 GN=FAM89A PE=1 SV=1,5,1,18,184,,,,,,,,,,,17.7,14.8,31.3,23.4,20.0,23.5,19.8,19.4,14.1,28.7
Q9UGH3,Solute carrier family 23 member 2 OS=Homo sapiens OX=9606 GN=SLC23A2 PE=1 SV=1,1,1,1,650,,,,,,,,,,,53.7,49.7,55.2,55.9,59.0,53.4,36.7,50.4,32.3,57.1
Q99798,"Aconitate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ACO2 PE=1 SV=2",21,10,96,780,96.6,61.2,84.9,104.5,85.2,93.4,93.4,85.0,86.2,80.6,34.5,38.0,43.7,44.1,49.5,37.4,48.5,36.3,28.8,51.0
P50454,Serpin H1 OS=Homo sapiens OX=9606 GN=SERPINH1 PE=1 SV=2,11,3,7,418,188.1,123.0,213.8,254.6,145.9,180.9,300.4,186.9,183.9,174.7,59.9,36.7,72.5,50.0,50.2,79.1,48.1,50.3,41.2,108.5
Q8TAT2,Fibroblast growth factor-binding protein 3 OS=Homo sapiens OX=9606 GN=FGFBP3 PE=1 SV=1,3,1,2,258,61.7,42.4,50.4,73.9,53.1,50.9,51.6,46.7,57.3,54.2,118.8,124.3,168.7,161.8,143.1,119.3,113.4,118.8,96.7,158.7
O95544,NAD kinase OS=Homo sapiens OX=9606 GN=NADK PE=1 SV=1,2,1,2,446,55.5,34.9,60.3,65.7,54.9,55.6,60.3,50.1,52.4,53.1,65.8,56.7,91.8,72.9,80.5,79.8,64.2,56.2,51.7,91.9
Q9C0I9,Leucine-rich repeat-containing protein 27 OS=Homo sapiens OX=9606 GN=LRRC27 PE=1 SV=2,1,1,4,530,174.5,131.7,226.0,206.6,191.0,206.3,184.7,176.0,183.3,195.8,97.4,90.1,160.6,97.4,112.9,113.6,83.9,110.3,104.6,164.3
Q13838,Spliceosome RNA helicase DDX39B OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=1,20,7,22,428,31.2,17.5,26.7,44.2,28.5,26.8,30.5,18.8,26.1,22.8,36.2,29.0,56.5,40.1,41.9,51.0,38.2,40.1,32.3,48.3
Q9UNZ2,NSFL1 cofactor p47 OS=Homo sapiens OX=9606 GN=NSFL1C PE=1 SV=2,15,5,13,370,52.6,30.7,43.3,51.3,48.4,50.5,49.4,39.5,38.3,38.2,51.3,47.6,63.8,54.1,48.7,55.3,53.2,50.3,46.0,60.1
O15173,Membrane-associated progesterone receptor component 2 OS=Homo sapiens OX=9606 GN=PGRMC2 PE=1 SV=1,10,3,6,223,22.8,12.3,16.4,30.9,15.2,27.1,31.6,22.5,20.2,20.9,47.6,47.0,76.9,57.3,42.0,55.0,40.0,39.8,30.0,54.7
Q16795,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFA9 PE=1 SV=2",5,2,5,377,68.8,46.5,60.9,97.5,53.4,67.3,67.9,49.4,40.8,57.1,57.5,43.1,64.9,60.8,68.6,66.4,37.2,46.8,38.9,64.9
Q14032,Bile acid-CoA:amino acid N-acyltransferase OS=Homo sapiens OX=9606 GN=BAAT PE=1 SV=1,2,1,1,418,,,,,,,,,,,80.8,84.6,145.9,81.3,110.1,84.2,75.2,74.1,73.1,105.3
Q96JH8,Ras-associating and dilute domain-containing protein OS=Homo sapiens OX=9606 GN=RADIL PE=1 SV=5,1,1,3,1075,88.7,58.7,77.2,163.0,86.3,98.8,99.6,84.4,83.3,84.4,,,,,,,,,,
Q8N6Y0,Harmonin-binding protein USHBP1 OS=Homo sapiens OX=9606 GN=USHBP1 PE=1 SV=1,1,1,4,703,10.3,5.1,14.4,12.0,14.9,14.8,10.4,9.6,8.1,13.7,30.5,31.2,45.9,39.0,46.9,42.0,32.8,28.1,28.1,44.3
A8MQ27,E3 ubiquitin-protein ligase NEURL1B OS=Homo sapiens OX=9606 GN=NEURL1B PE=1 SV=1,1,1,14,555,,,,,,,,,,,8.5,9.5,18.8,10.1,12.5,15.5,9.9,14.1,10.9,18.9
Q86SG2,Ankyrin repeat domain-containing protein 23 OS=Homo sapiens OX=9606 GN=ANKRD23 PE=1 SV=1,4,1,2,305,,,,,,,,,,,17.6,17.9,22.5,17.7,21.3,15.0,10.3,11.3,13.2,19.0
P17752,Tryptophan 5-hydroxylase 1 OS=Homo sapiens OX=9606 GN=TPH1 PE=1 SV=4,2,1,7,444,17.6,7.9,17.7,18.9,8.9,9.7,7.7,17.9,14.2,12.9,,,,,,,,,,
Q13506,NGFI-A-binding protein 1 OS=Homo sapiens OX=9606 GN=NAB1 PE=1 SV=2,1,1,2,487,53.6,34.4,51.9,65.8,54.0,50.7,52.3,44.2,44.5,41.5,54.3,41.9,78.4,52.9,55.2,53.0,40.0,51.7,39.5,65.7
Q9UK99,F-box only protein 3 OS=Homo sapiens OX=9606 GN=FBXO3 PE=1 SV=3,11,3,6,471,16.9,13.3,15.9,21.3,13.8,21.4,19.1,10.7,18.6,18.6,21.0,18.3,31.1,23.4,27.8,25.3,19.8,19.2,14.9,34.4
Q9Y2E4,Disco-interacting protein 2 homolog C OS=Homo sapiens OX=9606 GN=DIP2C PE=1 SV=2,1,1,3,1556,134.9,69.3,128.3,119.3,154.5,132.0,163.0,119.8,120.1,105.8,81.6,62.7,114.4,72.1,83.3,66.2,77.0,68.1,51.3,83.3
O00295,Tubby-related protein 2 OS=Homo sapiens OX=9606 GN=TULP2 PE=2 SV=2,2,1,2,520,115.7,73.5,90.1,103.9,103.3,102.4,143.7,84.3,103.3,95.8,30.3,27.5,48.8,35.3,30.2,27.5,27.4,26.6,15.7,37.3
Q7Z407,CUB and sushi domain-containing protein 3 OS=Homo sapiens OX=9606 GN=CSMD3 PE=2 SV=3,0,2,4,3707,254.9,195.0,206.4,240.8,197.8,254.6,235.6,229.9,175.2,245.7,143.8,134.0,103.6,141.1,111.9,92.2,147.2,94.5,57.9,152.6
Q9NXC5,GATOR complex protein MIOS OS=Homo sapiens OX=9606 GN=MIOS PE=1 SV=2,2,1,2,875,,,,,,,,,,,23.9,26.3,39.1,26.7,31.8,32.6,31.2,25.8,27.1,36.4
Q9P1Y5,Calmodulin-regulated spectrin-associated protein 3 OS=Homo sapiens OX=9606 GN=CAMSAP3 PE=1 SV=2,1,1,1,1249,,,,,,,,,,,15.5,15.5,18.1,19.7,25.9,18.0,12.8,13.7,14.9,23.0
Q9Y4J8,Dystrobrevin alpha OS=Homo sapiens OX=9606 GN=DTNA PE=1 SV=2,1,1,3,743,37.8,20.2,34.6,48.6,33.3,35.4,40.9,28.1,32.1,34.4,53.2,49.6,82.2,52.9,61.5,60.0,59.0,61.9,47.7,69.0
P07738,Bisphosphoglycerate mutase OS=Homo sapiens OX=9606 GN=BPGM PE=1 SV=2,8,2,8,259,58.1,39.3,49.3,46.5,20.9,35.5,36.7,41.9,35.4,40.7,63.4,50.4,51.1,67.9,52.3,51.0,45.6,46.8,32.9,57.9
P29992,Guanine nucleotide-binding protein subunit alpha-11 OS=Homo sapiens OX=9606 GN=GNA11 PE=1 SV=2,2,1,2,359,134.5,79.9,123.2,178.2,124.7,166.7,151.3,115.4,117.5,125.3,111.1,102.7,167.0,150.0,131.7,152.0,113.5,124.8,79.3,153.7
Q9UK41,Vacuolar protein sorting-associated protein 28 homolog OS=Homo sapiens OX=9606 GN=VPS28 PE=1 SV=1,15,3,4,221,15.4,9.4,15.4,11.0,12.2,15.7,17.4,12.9,9.3,11.8,39.5,41.4,66.6,41.1,63.2,40.3,40.3,42.5,29.5,45.3
Q13363,C-terminal-binding protein 1 OS=Homo sapiens OX=9606 GN=CTBP1 PE=1 SV=2,8,3,4,440,40.8,22.3,44.9,41.3,48.7,58.1,50.8,38.4,52.8,55.7,35.4,31.8,54.2,39.6,40.5,45.1,39.5,39.1,28.7,51.5
Q15008,26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens OX=9606 GN=PSMD6 PE=1 SV=1,18,7,16,389,83.5,47.5,102.9,107.6,98.4,85.4,82.4,67.0,73.1,69.5,64.1,64.5,108.7,74.7,96.2,84.2,116.2,76.2,58.7,97.8
Q9NSD5,Sodium- and chloride-dependent GABA transporter 2 OS=Homo sapiens OX=9606 GN=SLC6A13 PE=1 SV=3,1,1,1,602,,,,,,,,,,,21.5,20.0,45.7,36.0,35.6,35.7,20.3,24.1,13.6,28.0
Q9BXP5,Serrate RNA effector molecule homolog OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1,4,4,7,876,40.3,28.5,43.8,39.6,36.4,41.3,43.3,34.0,32.9,44.2,70.2,65.4,104.4,65.8,87.8,92.1,66.4,62.8,67.0,106.9
O60256,Phosphoribosyl pyrophosphate synthase-associated protein 2 OS=Homo sapiens OX=9606 GN=PRPSAP2 PE=1 SV=1,9,3,4,369,75.6,49.8,85.7,119.5,97.6,114.7,82.3,72.0,86.5,111.2,,,,,,,,,,
Q9NZG7,Ninjurin-2 OS=Homo sapiens OX=9606 GN=NINJ2 PE=1 SV=1,5,1,2,142,80.2,40.9,334.7,369.0,264.8,209.3,287.4,108.9,328.2,139.8,70.1,72.9,287.0,168.2,298.3,240.6,184.1,127.4,226.7,149.0
Q08174,Protocadherin-1 OS=Homo sapiens OX=9606 GN=PCDH1 PE=1 SV=2,3,3,5,1060,34.0,29.7,43.7,34.2,31.9,41.6,33.8,29.3,24.2,32.6,21.2,21.2,48.2,31.3,32.4,33.6,25.0,30.7,22.0,36.0
Q9HD43,Receptor-type tyrosine-protein phosphatase H OS=Homo sapiens OX=9606 GN=PTPRH PE=1 SV=4,1,1,2,1115,153.4,124.0,127.5,160.9,125.8,139.4,119.0,120.8,98.0,125.7,,,,,,,,,,
Q16630,Cleavage and polyadenylation specificity factor subunit 6 OS=Homo sapiens OX=9606 GN=CPSF6 PE=1 SV=2,5,2,5,551,33.7,20.4,37.0,40.4,31.5,35.1,30.6,33.4,28.4,32.8,9.9,9.5,14.7,13.8,16.0,13.2,8.4,11.4,13.0,19.5
Q15208,Serine/threonine-protein kinase 38 OS=Homo sapiens OX=9606 GN=STK38 PE=1 SV=1,3,1,7,465,103.2,61.7,60.8,187.6,81.4,115.5,110.5,94.4,55.4,96.1,72.8,86.7,165.6,93.6,93.0,63.8,58.9,73.5,45.9,87.6
Q9P2J9,"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 2, mitochondrial OS=Homo sapiens OX=9606 GN=PDP2 PE=2 SV=2",2,1,2,529,,,,,,,,,,,13.5,13.5,25.0,14.1,16.4,16.7,19.3,13.2,11.1,21.8
O15042,U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens OX=9606 GN=U2SURP PE=1 SV=2,1,2,3,1029,56.1,32.4,62.9,66.4,62.4,63.6,58.3,43.2,52.3,44.7,29.3,25.5,42.9,31.2,33.7,31.1,27.4,22.6,25.1,36.3
Q9UEE9,Craniofacial development protein 1 OS=Homo sapiens OX=9606 GN=CFDP1 PE=1 SV=1,3,1,2,299,18.9,8.4,13.9,17.0,15.9,20.9,17.4,12.7,18.2,11.5,22.3,13.8,29.7,23.2,20.2,28.9,18.9,23.7,18.5,22.2
O15020,"Spectrin beta chain, non-erythrocytic 2 OS=Homo sapiens OX=9606 GN=SPTBN2 PE=1 SV=3",18,36,91,2390,113.0,69.1,114.8,127.6,109.6,131.2,115.3,101.5,103.6,87.4,123.1,111.6,230.2,194.1,237.7,237.9,144.3,172.7,175.4,239.9
Q06787,Fragile X messenger ribonucleoprotein 1 OS=Homo sapiens OX=9606 GN=FMR1 PE=1 SV=1,8,4,8,632,62.6,37.6,67.9,79.3,66.2,64.8,63.6,53.8,59.4,64.5,41.1,43.3,69.0,49.1,58.6,61.7,41.5,50.9,40.0,74.5
Q9NX47,E3 ubiquitin-protein ligase MARCHF5 OS=Homo sapiens OX=9606 GN=MARCHF5 PE=1 SV=1,5,1,1,278,8.3,5.5,8.1,12.5,10.3,16.3,9.3,10.5,7.0,14.7,,,,,,,,,,
P20042,Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens OX=9606 GN=EIF2S2 PE=1 SV=2,5,2,5,333,31.0,20.2,34.7,40.7,37.8,43.5,31.0,30.3,30.9,34.7,13.7,13.8,23.3,15.7,16.0,20.1,15.5,15.7,11.0,18.7
P16930,Fumarylacetoacetase OS=Homo sapiens OX=9606 GN=FAH PE=1 SV=2,7,2,49,419,134.0,83.5,153.4,156.6,126.9,137.4,154.6,114.5,153.4,124.3,269.2,255.1,446.7,340.9,357.4,368.3,280.3,300.3,261.5,420.4
P23193,Transcription elongation factor A protein 1 OS=Homo sapiens OX=9606 GN=TCEA1 PE=1 SV=2,10,3,9,301,49.3,32.1,58.8,70.8,55.0,58.6,59.6,40.7,53.7,46.6,85.0,70.4,143.5,98.0,106.4,93.2,67.4,81.0,83.4,115.5
P49368,T-complex protein 1 subunit gamma OS=Homo sapiens OX=9606 GN=CCT3 PE=1 SV=4,24,12,44,545,169.9,97.7,162.0,184.5,178.2,171.1,179.1,147.1,150.2,147.7,254.3,218.3,322.4,261.4,263.3,300.6,216.1,212.5,201.9,326.1
Q8TB45,DEP domain-containing mTOR-interacting protein OS=Homo sapiens OX=9606 GN=DEPTOR PE=1 SV=2,18,5,11,409,33.9,20.1,36.8,37.4,35.9,35.6,34.5,27.2,31.3,31.6,27.4,27.0,42.8,30.0,31.0,36.4,27.0,29.5,33.0,38.0
O43681,ATPase GET3 OS=Homo sapiens OX=9606 GN=GET3 PE=1 SV=2,8,3,7,348,29.5,19.4,34.0,38.5,31.4,30.8,26.5,25.6,24.8,26.9,37.5,27.2,40.8,33.9,36.7,33.8,31.2,41.5,23.1,39.0
Q712K3,Ubiquitin-conjugating enzyme E2 R2 OS=Homo sapiens OX=9606 GN=UBE2R2 PE=1 SV=1,13,3,4,238,44.4,25.1,51.3,46.5,41.7,44.4,42.7,35.1,38.3,38.1,34.1,26.9,39.8,37.2,30.6,33.9,26.2,30.2,24.0,43.1
Q9UHD8,Septin-9 OS=Homo sapiens OX=9606 GN=SEPTIN9 PE=1 SV=2,6,4,25,586,68.1,41.6,81.0,94.5,79.2,81.4,83.0,61.9,72.2,73.5,118.9,91.2,179.9,108.8,134.6,153.2,96.3,120.4,105.6,159.7
O75771,DNA repair protein RAD51 homolog 4 OS=Homo sapiens OX=9606 GN=RAD51D PE=1 SV=1,2,1,3,328,455.6,298.6,527.4,512.2,466.3,553.9,508.7,432.5,460.9,436.5,6.5,5.7,25.0,11.6,21.2,27.9,12.5,14.1,19.1,19.6
P11940,Polyadenylate-binding protein 1 OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=2,18,10,36,636,105.2,61.8,132.7,118.6,119.9,110.8,115.6,93.2,81.0,79.1,59.2,58.6,94.9,61.7,81.1,66.9,54.4,64.2,46.4,85.1
P22392,Nucleoside diphosphate kinase B OS=Homo sapiens OX=9606 GN=NME2 PE=1 SV=1,12,2,18,152,74.8,54.3,88.4,97.8,83.5,103.1,86.6,64.2,73.4,84.3,161.0,145.5,217.8,169.8,173.7,221.3,177.2,151.6,138.3,190.8
P11217,"Glycogen phosphorylase, muscle form OS=Homo sapiens OX=9606 GN=PYGM PE=1 SV=6",14,10,32,842,35.5,17.6,28.7,47.8,31.3,49.4,37.7,98.4,25.6,89.4,30.6,27.1,47.3,35.7,47.2,31.6,424.9,67.1,36.7,92.1
P17516,Aldo-keto reductase family 1 member C4 OS=Homo sapiens OX=9606 GN=AKR1C4 PE=1 SV=3,3,1,4,323,132.8,71.4,91.7,112.8,98.4,150.0,110.2,100.9,117.0,116.0,44.0,42.8,42.3,43.1,42.4,49.4,31.3,39.7,30.3,59.9
Q13459,Unconventional myosin-IXb OS=Homo sapiens OX=9606 GN=MYO9B PE=1 SV=3,0,1,1,2157,,,,,,,,,,,85.7,97.6,118.3,116.4,130.6,129.9,127.0,104.0,77.0,131.9
Q92797,Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=2,2,2,29,1274,185.5,133.6,227.8,213.6,205.6,221.7,220.1,188.7,226.0,206.2,136.2,106.9,217.8,140.5,169.7,163.6,117.8,145.1,107.9,186.2
Q7L1Q6,eIF5-mimic protein 2 OS=Homo sapiens OX=9606 GN=BZW1 PE=1 SV=1,6,3,12,419,40.6,34.2,52.9,53.5,56.4,47.3,54.2,36.9,46.8,49.8,51.3,51.2,92.2,58.3,79.4,63.3,83.9,55.1,42.2,73.1
Q92905,COP9 signalosome complex subunit 5 OS=Homo sapiens OX=9606 GN=COPS5 PE=1 SV=4,7,2,5,334,35.3,30.0,53.2,59.5,46.3,50.2,49.1,38.4,46.6,40.0,24.9,22.2,43.6,31.8,40.2,40.3,35.3,33.9,27.7,43.7
Q08211,ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4,10,11,31,1270,143.8,92.2,166.0,214.5,161.7,212.1,141.4,127.6,151.5,174.7,36.3,33.1,77.5,49.1,54.3,56.8,41.2,43.4,43.0,64.5
Q01780,Exosome component 10 OS=Homo sapiens OX=9606 GN=EXOSC10 PE=1 SV=2,2,1,5,885,87.9,56.5,104.1,113.1,94.5,85.6,89.1,73.1,98.5,75.9,26.9,21.3,37.0,27.5,31.9,30.9,25.2,22.6,20.9,35.1
P08758,Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2,13,4,15,320,123.6,54.9,97.9,122.2,97.7,107.1,118.3,93.9,113.9,102.6,80.3,64.1,107.8,87.3,91.7,105.8,73.5,80.0,65.2,97.6
Q96JB5,CDK5 regulatory subunit-associated protein 3 OS=Homo sapiens OX=9606 GN=CDK5RAP3 PE=1 SV=2,4,3,7,506,19.9,11.2,23.4,22.4,20.9,22.8,21.3,20.1,21.1,17.1,23.1,20.1,33.8,20.8,27.9,28.1,21.8,24.5,21.3,29.4
Q14451,Growth factor receptor-bound protein 7 OS=Homo sapiens OX=9606 GN=GRB7 PE=1 SV=2,8,3,5,532,22.1,10.3,29.6,30.7,22.9,24.5,26.4,22.9,18.7,25.7,33.4,33.1,52.9,38.4,41.8,39.8,87.5,42.0,31.5,52.2
Q8TBG4,Ethanolamine-phosphate phospho-lyase OS=Homo sapiens OX=9606 GN=ETNPPL PE=1 SV=1,2,1,3,499,29.3,18.4,38.7,42.2,30.8,30.5,31.4,25.9,31.8,31.3,34.4,40.9,196.1,67.0,76.5,62.0,54.1,62.5,63.1,91.8
Q8TDX9,Polycystic kidney disease protein 1-like 1 OS=Homo sapiens OX=9606 GN=PKD1L1 PE=1 SV=1,0,1,1,2849,,,,,,,,,,,126.1,82.3,122.2,116.3,91.3,94.9,82.0,92.4,61.9,105.2
P63167,"Dynein light chain 1, cytoplasmic OS=Homo sapiens OX=9606 GN=DYNLL1 PE=1 SV=1",12,1,2,89,66.1,36.9,86.7,72.6,69.9,66.1,80.8,49.8,73.5,57.3,61.2,54.1,89.5,69.8,85.9,83.5,72.3,65.4,65.1,93.3
P13995,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD2 PE=1 SV=2",3,1,3,350,23.3,16.9,21.2,21.1,22.6,23.8,24.1,17.2,30.8,27.1,11.4,11.4,19.3,18.4,14.4,15.5,11.1,13.7,11.0,18.5
Q969E8,Pre-rRNA-processing protein TSR2 homolog OS=Homo sapiens OX=9606 GN=TSR2 PE=1 SV=1,4,1,5,191,,,,,,,,,,,8.5,8.1,14.6,12.0,9.6,12.3,10.2,12.1,6.8,12.7
