Accession,Description,Coverage [%],# Peptides,# PSMs,# AAs,Abundances (Grouped): NASA Ftl 126,Abundances (Grouped): NASA Ftl 127N,Abundances (Grouped): NASA Ftl 127C,Abundances (Grouped): NASA Ftl 128N,Abundances (Grouped): NASA Ftl 128C,Abundances (Grouped): NASA Ftl 129N,Abundances (Grouped): NASA Ftl 129C,Abundances (Grouped): BA Pool Ftl 130N,Abundances (Grouped): Ftl Pool 130C,Abundances (Grouped): Pool Ftl 131,Abundances (Grouped): NASA GC 126,Abundances (Grouped): NASA GC 127N,Abundances (Grouped): NASA GC 127C,Abundances (Grouped): NASA GC 128N,Abundances (Grouped): NASA GC 128C,Abundances (Grouped): NASA GC 129N,Abundances (Grouped): NASA GC 129C,Abundances (Grouped): BA Pool GC 130N,Abundances (Grouped): GC Pool 130C,Abundances (Grouped): Pool GC 131
P28161,Glutathione S-transferase Mu 2 OS=Homo sapiens OX=9606 GN=GSTM2 PE=1 SV=2,24,5,44,218,95.5,49.8,82.3,77.3,72.7,96.7,100.2,78.7,67.5,75.5,,,,,,,,,,
Q86TD4,Sarcalumenin OS=Homo sapiens OX=9606 GN=SRL PE=1 SV=3,10,4,6,473,36.1,28.2,45.8,45.0,52.1,69.6,61.6,36.6,56.9,48.8,20.7,20.2,57.5,52.7,71.6,58.9,262.4,46.8,58.6,70.3
P05062,Fructose-bisphosphate aldolase B OS=Homo sapiens OX=9606 GN=ALDOB PE=1 SV=2,32,12,299,364,192.3,106.6,205.7,246.9,190.9,235.6,231.8,183.0,194.8,187.6,251.3,243.2,392.4,291.7,306.6,288.0,234.7,266.2,161.6,333.7
Q9H845,"Complex I assembly factor ACAD9, mitochondrial OS=Homo sapiens OX=9606 GN=ACAD9 PE=1 SV=1",8,5,10,621,49.3,32.2,47.8,60.9,48.9,53.9,52.7,47.4,46.8,44.6,68.7,48.9,66.4,69.4,65.4,67.0,50.4,61.5,50.7,70.3
P09497,Clathrin light chain B OS=Homo sapiens OX=9606 GN=CLTB PE=1 SV=1,7,2,4,229,77.3,65.1,113.4,94.1,83.5,92.5,92.2,64.0,67.4,89.2,69.7,60.1,115.0,82.1,91.9,88.1,66.8,67.4,57.3,98.6
P55160,Nck-associated protein 1-like OS=Homo sapiens OX=9606 GN=NCKAP1L PE=1 SV=3,1,2,6,1127,93.2,61.0,51.3,124.9,60.3,58.0,44.3,67.9,39.2,54.2,,,,,,,,,,
P61313,60S ribosomal protein L15 OS=Homo sapiens OX=9606 GN=RPL15 PE=1 SV=2,11,3,9,204,139.0,91.5,133.5,159.3,110.9,118.8,111.1,90.8,110.4,103.5,136.2,123.5,146.0,137.1,131.0,142.0,104.3,113.7,108.3,157.2
Q8TEX9,Importin-4 OS=Homo sapiens OX=9606 GN=IPO4 PE=1 SV=2,2,2,6,1081,20.1,9.1,15.2,20.7,19.5,17.1,11.4,13.5,13.8,14.5,45.6,40.8,65.6,43.5,50.8,53.9,34.2,35.0,35.7,49.6
P43686,26S proteasome regulatory subunit 6B OS=Homo sapiens OX=9606 GN=PSMC4 PE=1 SV=2,16,4,11,418,,,,,,,,,,,131.2,121.8,188.6,132.4,148.8,130.6,94.9,120.9,76.5,144.6
P38919,Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4,15,4,11,411,56.1,37.9,49.6,63.9,56.6,58.8,58.6,47.3,61.6,49.5,72.8,58.6,101.7,73.5,75.0,73.3,57.7,63.6,57.1,94.6
Q14738,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform OS=Homo sapiens OX=9606 GN=PPP2R5D PE=1 SV=1,6,2,4,602,29.9,16.7,24.6,27.3,27.5,36.4,26.0,21.7,27.6,30.8,22.9,21.1,37.4,22.1,26.8,29.7,22.0,25.6,21.2,31.9
P31513,Flavin-containing monooxygenase 3 OS=Homo sapiens OX=9606 GN=FMO3 PE=1 SV=5,3,2,7,532,85.3,39.6,41.0,126.1,74.7,91.3,69.9,66.8,58.6,62.4,83.2,88.2,202.6,132.8,106.5,111.6,81.2,102.3,61.6,116.5
Q15459,Splicing factor 3A subunit 1 OS=Homo sapiens OX=9606 GN=SF3A1 PE=1 SV=1,3,2,5,793,84.3,62.3,109.8,121.2,86.9,79.4,80.3,78.7,72.1,78.5,71.1,69.8,125.2,78.7,98.9,76.7,61.1,66.7,51.8,93.0
Q969S9,"Ribosome-releasing factor 2, mitochondrial OS=Homo sapiens OX=9606 GN=GFM2 PE=1 SV=1",4,2,3,779,24.9,12.9,12.0,25.6,20.1,29.0,21.2,19.6,15.1,21.0,,,,,,,,,,
Q07157,Tight junction protein ZO-1 OS=Homo sapiens OX=9606 GN=TJP1 PE=1 SV=3,5,6,12,1748,61.5,32.4,59.2,71.3,54.5,64.6,62.2,49.1,58.4,58.0,40.6,35.6,73.7,50.5,58.0,50.7,46.6,44.9,33.5,54.0
P20290,Transcription factor BTF3 OS=Homo sapiens OX=9606 GN=BTF3 PE=1 SV=1,11,2,6,206,11.5,4.6,10.2,12.8,12.9,13.2,14.0,9.1,15.1,9.0,8.7,9.2,15.0,12.7,13.9,13.2,12.1,10.5,10.4,16.7
Q96Q42,Alsin OS=Homo sapiens OX=9606 GN=ALS2 PE=1 SV=2,2,3,13,1657,10.5,5.6,12.4,14.1,12.5,10.0,11.3,11.9,12.6,8.2,35.3,26.7,48.7,35.7,41.5,40.9,31.3,35.3,27.2,45.2
O43795,Unconventional myosin-Ib OS=Homo sapiens OX=9606 GN=MYO1B PE=1 SV=3,6,6,14,1136,44.3,23.5,43.3,48.6,49.9,53.9,40.8,33.0,43.2,42.3,21.0,26.4,50.7,34.7,37.7,28.5,29.9,27.7,22.1,39.9
O95071,E3 ubiquitin-protein ligase UBR5 OS=Homo sapiens OX=9606 GN=UBR5 PE=1 SV=2,1,2,4,2799,217.6,136.8,216.8,264.2,202.3,205.1,203.7,170.5,192.0,183.3,97.4,86.5,138.5,123.5,148.7,134.2,91.0,109.9,91.0,145.6
O43143,ATP-dependent RNA helicase DHX15 OS=Homo sapiens OX=9606 GN=DHX15 PE=1 SV=2,13,9,18,795,64.9,41.6,98.2,111.9,76.1,80.5,65.3,53.3,74.8,60.9,20.9,18.6,47.8,26.8,39.1,34.4,25.7,20.8,24.7,34.2
A6NLP5,Tetratricopeptide repeat protein 36 OS=Homo sapiens OX=9606 GN=TTC36 PE=1 SV=1,28,6,37,189,53.9,28.9,47.7,41.3,47.3,51.5,51.2,43.6,43.6,50.0,42.5,38.8,74.7,50.7,48.6,48.8,46.0,39.4,42.8,54.3
Q9NY15,Stabilin-1 OS=Homo sapiens OX=9606 GN=STAB1 PE=1 SV=3,1,4,7,2570,26.7,22.5,26.0,33.3,27.9,35.1,32.2,24.5,29.3,29.0,131.7,103.8,202.2,175.8,169.5,223.9,206.6,171.8,149.0,255.5
O76054,SEC14-like protein 2 OS=Homo sapiens OX=9606 GN=SEC14L2 PE=1 SV=1,7,2,20,403,125.8,61.1,64.9,95.3,102.1,118.2,94.7,79.5,115.6,95.3,41.8,33.1,54.8,53.7,46.5,52.3,34.1,42.4,36.5,56.4
Q9HB07,MYG1 exonuclease OS=Homo sapiens OX=9606 GN=MYG1 PE=1 SV=3,8,2,3,376,,,,,,,,,,,30.2,25.7,40.4,29.2,37.7,39.5,28.0,28.6,28.4,39.1
P09661,U2 small nuclear ribonucleoprotein A' OS=Homo sapiens OX=9606 GN=SNRPA1 PE=1 SV=2,26,6,8,255,79.4,60.5,90.6,103.0,78.9,80.3,99.0,72.7,87.7,79.4,49.3,37.4,65.4,45.0,46.3,50.2,38.0,46.6,32.3,61.5
Q8IXJ6,NAD-dependent protein deacetylase sirtuin-2 OS=Homo sapiens OX=9606 GN=SIRT2 PE=1 SV=2,7,2,6,389,25.6,15.7,22.5,25.7,25.4,27.9,26.8,21.8,21.9,24.5,53.3,42.9,77.6,55.0,58.2,56.6,46.2,44.3,34.5,56.2
Q14847,LIM and SH3 domain protein 1 OS=Homo sapiens OX=9606 GN=LASP1 PE=1 SV=2,20,4,16,261,25.5,21.1,31.6,28.5,23.8,27.6,34.0,22.6,29.9,25.8,27.0,21.7,36.3,25.6,29.9,27.9,22.9,24.6,21.9,33.7
Q9H2K8,Serine/threonine-protein kinase TAO3 OS=Homo sapiens OX=9606 GN=TAOK3 PE=1 SV=2,4,4,8,898,65.4,44.0,83.5,79.9,81.8,81.7,82.0,62.4,74.2,66.1,,,,,,,,,,
Q9BQG0,Myb-binding protein 1A OS=Homo sapiens OX=9606 GN=MYBBP1A PE=1 SV=2,1,2,5,1328,49.9,32.6,54.2,79.1,51.8,65.4,62.1,47.2,48.0,45.3,47.7,46.2,81.0,63.3,63.7,58.0,53.6,60.8,43.1,71.8
Q14240,Eukaryotic initiation factor 4A-II OS=Homo sapiens OX=9606 GN=EIF4A2 PE=1 SV=2,31,10,52,407,45.3,18.1,48.1,41.7,53.1,49.9,52.2,36.7,43.6,38.0,83.9,76.6,115.5,88.0,98.0,92.2,78.6,76.5,66.5,109.4
Q9HBF4,Zinc finger FYVE domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ZFYVE1 PE=1 SV=1,4,3,5,777,36.8,24.3,37.9,42.1,44.4,37.6,36.2,30.2,37.6,33.1,74.3,63.7,114.3,77.3,82.3,88.2,60.3,72.2,63.4,93.0
Q9Y697,Cysteine desulfurase OS=Homo sapiens OX=9606 GN=NFS1 PE=1 SV=3,10,3,5,457,21.8,16.2,20.3,24.0,21.1,22.2,22.5,18.7,21.4,16.1,29.1,26.0,42.3,38.6,44.2,41.1,31.6,25.2,31.4,40.3
O75436,Vacuolar protein sorting-associated protein 26A OS=Homo sapiens OX=9606 GN=VPS26A PE=1 SV=2,10,3,7,327,52.0,31.0,67.5,72.8,66.7,66.6,67.1,48.9,59.1,53.3,31.9,28.5,55.2,37.8,50.0,39.2,35.2,35.8,29.3,41.8
P17844,Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1,21,10,33,614,72.3,37.2,89.7,95.6,84.1,88.4,78.1,61.3,76.2,66.4,58.4,54.7,88.5,71.1,85.7,68.8,55.0,57.2,50.8,87.0
P06737,"Glycogen phosphorylase, liver form OS=Homo sapiens OX=9606 GN=PYGL PE=1 SV=4",12,9,48,847,162.2,111.7,150.0,202.5,141.0,147.1,139.2,117.4,111.0,131.6,57.5,52.2,67.9,61.7,72.0,57.8,50.4,46.4,32.5,63.6
O95219,Sorting nexin-4 OS=Homo sapiens OX=9606 GN=SNX4 PE=1 SV=1,8,3,8,450,20.7,10.7,15.9,17.4,17.1,13.3,14.0,13.2,18.2,15.9,,,,,,,,,,
O75340,Programmed cell death protein 6 OS=Homo sapiens OX=9606 GN=PDCD6 PE=1 SV=1,20,4,15,191,110.3,66.4,143.3,126.7,114.3,128.3,124.7,95.3,106.9,106.6,195.6,147.6,244.5,146.5,167.6,174.5,132.1,138.9,125.9,198.9
P22307,Sterol carrier protein 2 OS=Homo sapiens OX=9606 GN=SCP2 PE=1 SV=2,6,2,11,547,61.5,35.7,90.0,69.8,108.1,68.6,61.4,62.9,73.1,72.7,44.1,53.5,92.9,57.2,66.5,77.4,46.0,48.0,49.5,73.4
Q9H936,Mitochondrial glutamate carrier 1 OS=Homo sapiens OX=9606 GN=SLC25A22 PE=1 SV=1,13,5,35,323,174.5,114.0,111.8,236.1,112.1,171.1,146.5,119.9,105.1,143.3,109.1,90.1,180.0,136.7,115.5,108.5,50.0,105.8,56.3,120.4
Q49A26,Cytokine-like nuclear factor N-PAC OS=Homo sapiens OX=9606 GN=GLYR1 PE=1 SV=4,5,4,9,553,,,,,,,,,,,19.2,14.6,20.2,21.6,20.8,23.0,19.1,20.7,20.2,30.4
Q9HBI6,Cytochrome P450 4F11 OS=Homo sapiens OX=9606 GN=CYP4F11 PE=1 SV=3,4,2,3,524,62.5,35.1,36.4,87.5,41.3,55.8,57.0,42.3,35.3,49.3,,,,,,,,,,
Q16539,Mitogen-activated protein kinase 14 OS=Homo sapiens OX=9606 GN=MAPK14 PE=1 SV=3,13,4,9,360,43.7,32.0,42.8,53.9,39.6,45.5,46.3,39.6,43.1,41.8,35.2,31.9,57.2,41.3,48.9,43.5,39.7,35.9,33.9,56.5
Q5R3I4,Tetratricopeptide repeat protein 38 OS=Homo sapiens OX=9606 GN=TTC38 PE=1 SV=1,8,3,9,469,37.7,23.8,37.8,36.3,34.0,45.2,41.4,30.1,36.1,32.9,38.1,33.9,53.0,47.1,47.4,48.2,46.2,37.5,31.3,49.3
O60884,DnaJ homolog subfamily A member 2 OS=Homo sapiens OX=9606 GN=DNAJA2 PE=1 SV=1,13,4,7,412,115.9,79.1,120.5,171.2,140.4,173.8,168.7,119.3,126.1,146.3,120.8,29.5,127.4,56.9,47.1,57.2,41.5,63.7,22.4,72.8
Q99959,Plakophilin-2 OS=Homo sapiens OX=9606 GN=PKP2 PE=1 SV=2,2,3,11,881,18.6,10.8,12.7,17.5,18.3,21.3,17.7,19.1,14.9,23.1,40.3,39.3,70.1,43.4,60.3,65.6,47.8,50.8,43.6,71.8
P13797,Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=4,18,9,26,630,51.3,29.2,43.1,49.3,38.8,43.7,39.0,40.0,33.3,47.9,62.6,52.3,81.6,70.6,68.0,57.1,86.6,68.7,48.5,89.6
Q15075,Early endosome antigen 1 OS=Homo sapiens OX=9606 GN=EEA1 PE=1 SV=2,3,3,7,1411,12.8,12.8,19.4,20.7,16.3,22.6,15.9,11.2,10.8,18.0,46.1,45.7,76.6,40.7,58.6,49.7,59.6,50.8,34.8,71.1
P29803,"Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial OS=Homo sapiens OX=9606 GN=PDHA2 PE=1 SV=1",5,2,5,388,345.9,170.9,241.4,532.7,299.5,420.0,383.8,266.8,334.4,339.3,181.1,230.2,342.2,373.0,326.0,352.7,267.2,280.0,217.4,353.1
Q9P2R7,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLA2 PE=1 SV=3",8,5,21,463,122.3,98.9,160.9,202.2,146.6,153.5,142.0,124.7,136.5,136.9,132.7,112.0,179.6,143.0,162.5,168.8,127.5,136.8,124.8,189.2
O43809,Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens OX=9606 GN=NUDT21 PE=1 SV=1,16,2,4,227,76.5,43.5,97.9,94.1,84.7,93.6,91.7,71.5,88.4,81.4,28.0,35.4,43.6,35.7,36.9,40.4,33.8,36.4,30.0,43.5
P07954,"Fumarate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=FH PE=1 SV=3",14,5,60,510,99.8,73.3,91.5,88.0,90.3,103.2,82.1,95.4,58.8,103.8,73.3,79.9,108.5,91.3,82.3,78.8,70.0,81.5,50.8,105.9
Q9NQT8,Kinesin-like protein KIF13B OS=Homo sapiens OX=9606 GN=KIF13B PE=1 SV=2,4,7,18,1826,61.2,37.5,61.6,62.9,66.3,60.9,61.9,52.8,63.8,59.3,49.8,49.2,71.9,61.3,64.8,65.1,47.1,49.6,38.3,70.6
P38646,"Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2",17,9,92,679,46.5,31.7,49.8,84.3,43.7,52.4,51.9,38.6,47.1,46.9,91.3,90.8,124.0,105.8,118.2,116.9,73.8,97.7,84.3,123.1
Q9Y2Z9,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial OS=Homo sapiens OX=9606 GN=COQ6 PE=1 SV=2",4,2,3,468,42.4,23.3,55.2,59.4,48.6,49.2,48.2,33.9,64.5,40.9,117.7,93.7,126.8,115.7,146.7,137.4,100.8,100.0,110.8,159.6
P06733,Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2,6,2,46,434,87.7,75.9,102.0,160.9,97.6,95.3,93.2,86.2,72.8,91.3,51.8,51.6,78.3,43.6,62.2,54.6,51.6,53.2,36.9,58.6
Q9BRG1,Vacuolar protein-sorting-associated protein 25 OS=Homo sapiens OX=9606 GN=VPS25 PE=1 SV=1,10,2,5,176,54.0,35.7,55.2,67.5,53.0,59.5,70.5,49.7,49.1,49.1,34.5,28.0,48.7,35.1,35.8,37.5,29.5,29.2,28.9,48.2
Q9NRW7,Vacuolar protein sorting-associated protein 45 OS=Homo sapiens OX=9606 GN=VPS45 PE=1 SV=1,6,3,7,570,18.1,12.5,12.9,21.1,19.1,47.7,12.1,16.4,18.3,45.3,21.0,20.2,21.8,23.0,23.6,61.0,21.4,28.7,21.4,69.3
P10809,"60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2",13,6,95,573,108.6,72.5,104.7,120.3,99.4,120.2,98.2,87.9,102.5,113.2,245.4,203.8,268.7,242.2,274.6,269.9,151.3,236.4,204.8,292.4
Q5VZE5,"N-alpha-acetyltransferase 35, NatC auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA35 PE=1 SV=1",3,2,11,725,33.0,19.4,41.9,39.2,33.3,36.9,36.2,25.4,29.5,31.0,20.9,19.4,41.2,21.3,34.0,31.7,23.8,28.5,19.2,32.5
O75251,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS7 PE=1 SV=3",15,2,3,213,137.1,81.8,124.9,157.1,110.3,135.5,126.7,93.8,116.5,110.7,108.9,127.2,158.7,138.5,146.7,148.8,131.3,112.0,96.8,154.0
Q01081,Splicing factor U2AF 35 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF1 PE=1 SV=3,11,2,15,240,153.7,97.6,176.1,207.5,185.3,180.7,197.5,139.6,173.7,154.5,77.2,66.7,133.8,93.1,97.9,106.6,81.3,92.3,79.4,115.3
P15144,Aminopeptidase N OS=Homo sapiens OX=9606 GN=ANPEP PE=1 SV=4,3,3,6,967,51.8,24.5,60.4,96.3,51.3,74.9,58.4,48.2,40.8,57.7,28.3,25.8,54.7,31.7,28.0,41.5,36.4,31.9,27.2,50.9
Q9HCS7,Pre-mRNA-splicing factor SYF1 OS=Homo sapiens OX=9606 GN=XAB2 PE=1 SV=2,2,2,2,855,15.9,10.7,16.2,18.5,17.9,18.0,18.8,13.1,18.6,15.6,,,,,,,,,,
P08574,"Cytochrome c1, heme protein, mitochondrial OS=Homo sapiens OX=9606 GN=CYC1 PE=1 SV=3",16,4,42,325,109.8,51.1,93.3,167.6,70.8,126.3,93.9,78.9,72.9,93.1,47.6,62.3,77.5,84.3,66.9,73.8,65.8,62.0,37.2,75.6
Q9NXR7,BRISC and BRCA1-A complex member 2 OS=Homo sapiens OX=9606 GN=BABAM2 PE=1 SV=2,6,2,3,383,51.3,31.3,59.6,64.4,50.1,65.8,54.7,42.4,51.9,54.0,13.0,7.6,21.6,12.4,9.9,12.7,11.7,13.0,8.3,18.0
O43396,Thioredoxin-like protein 1 OS=Homo sapiens OX=9606 GN=TXNL1 PE=1 SV=3,17,3,7,289,57.7,27.9,53.4,50.8,56.7,53.7,51.9,40.4,39.3,43.3,19.1,22.3,30.6,23.0,24.5,26.3,21.4,13.5,16.7,26.4
Q9BY89,Uncharacterized protein KIAA1671 OS=Homo sapiens OX=9606 GN=KIAA1671 PE=1 SV=2,1,2,4,1806,46.6,95.1,43.9,44.6,41.7,48.8,45.8,35.5,39.3,35.2,22.8,30.8,34.4,32.1,34.1,30.5,23.2,29.2,22.7,41.4
Q9BRX2,Protein pelota homolog OS=Homo sapiens OX=9606 GN=PELO PE=1 SV=2,5,2,2,385,28.1,16.3,36.7,37.4,30.8,37.4,31.0,29.2,32.7,27.1,,,,,,,,,,
Q96P70,Importin-9 OS=Homo sapiens OX=9606 GN=IPO9 PE=1 SV=3,6,5,7,1041,,,,,,,,,,,19.7,25.0,35.0,22.6,28.5,23.7,20.2,25.1,15.7,25.4
Q6UWP7,Lysocardiolipin acyltransferase 1 OS=Homo sapiens OX=9606 GN=LCLAT1 PE=1 SV=1,4,2,3,414,59.5,29.5,31.1,81.6,43.6,65.6,62.5,42.3,38.6,51.3,29.1,31.0,58.2,44.6,30.6,29.1,28.0,37.5,23.5,41.5
Q9H307,Pinin OS=Homo sapiens OX=9606 GN=PNN PE=1 SV=5,3,2,3,717,56.1,32.6,86.1,113.1,80.4,75.5,80.4,68.5,87.4,81.3,38.2,32.8,77.4,49.7,63.6,59.9,49.1,60.9,48.9,82.5
P00387,NADH-cytochrome b5 reductase 3 OS=Homo sapiens OX=9606 GN=CYB5R3 PE=1 SV=3,10,2,16,301,72.4,89.1,56.0,220.3,43.2,68.2,58.3,55.4,31.7,60.5,30.6,29.1,43.0,30.7,22.7,24.0,18.0,25.0,9.7,27.3
P52272,Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3,18,13,28,730,130.0,79.0,146.2,139.4,137.8,136.9,141.2,109.3,135.3,121.7,103.1,92.1,162.6,110.2,123.8,137.4,91.0,111.4,92.0,143.8
Q14558,Phosphoribosyl pyrophosphate synthase-associated protein 1 OS=Homo sapiens OX=9606 GN=PRPSAP1 PE=1 SV=2,24,6,16,356,16.0,10.3,20.4,24.6,15.8,17.7,15.1,13.7,16.7,18.9,26.9,26.7,42.9,30.1,33.9,28.0,28.1,27.5,21.2,35.7
Q2TAY7,WD40 repeat-containing protein SMU1 OS=Homo sapiens OX=9606 GN=SMU1 PE=1 SV=2,8,3,10,513,46.2,25.7,48.2,48.9,54.4,49.9,51.5,33.6,46.6,39.5,83.8,79.1,139.0,97.6,93.2,117.8,82.1,92.1,71.1,117.7
Q7Z406,Myosin-14 OS=Homo sapiens OX=9606 GN=MYH14 PE=1 SV=2,4,8,21,1995,20.9,14.7,23.1,23.9,22.2,27.8,26.7,19.9,22.4,23.6,26.1,21.7,34.9,32.7,30.2,30.4,33.7,30.7,30.4,39.2
Q96KR1,Zinc finger RNA-binding protein OS=Homo sapiens OX=9606 GN=ZFR PE=1 SV=2,2,2,5,1074,18.4,13.4,24.6,22.4,27.7,22.3,18.6,14.5,19.9,15.3,21.2,19.8,25.6,17.1,26.0,25.5,17.1,19.6,17.3,29.2
P09110,"3-ketoacyl-CoA thiolase, peroxisomal OS=Homo sapiens OX=9606 GN=ACAA1 PE=1 SV=2",7,2,18,424,39.6,14.8,39.7,33.2,49.0,44.6,49.1,37.5,44.0,45.1,71.4,78.1,141.2,95.3,102.7,95.5,74.8,81.3,70.9,105.6
Q6KC79,Nipped-B-like protein OS=Homo sapiens OX=9606 GN=NIPBL PE=1 SV=2,1,2,4,2804,18.6,25.7,29.7,31.4,34.6,29.8,35.0,24.9,24.3,25.5,9.7,17.6,23.7,19.8,21.5,11.1,20.2,18.6,30.8,19.3
Q9H7Z7,Prostaglandin E synthase 2 OS=Homo sapiens OX=9606 GN=PTGES2 PE=1 SV=1,7,2,4,377,32.3,21.3,31.7,35.5,28.8,33.9,35.7,25.5,27.7,31.1,48.3,37.7,79.7,60.6,63.6,64.7,55.0,53.2,43.1,76.3
Q8NFH3,Nucleoporin Nup43 OS=Homo sapiens OX=9606 GN=NUP43 PE=1 SV=1,7,2,2,380,31.2,20.3,33.9,42.7,29.1,40.2,39.7,26.8,26.3,34.7,,,,,,,,,,
Q15084,Protein disulfide-isomerase A6 OS=Homo sapiens OX=9606 GN=PDIA6 PE=1 SV=1,14,4,19,440,53.1,39.5,76.8,68.3,52.2,62.5,57.6,47.5,56.8,43.8,41.0,37.8,64.2,37.6,44.8,47.2,31.9,30.4,40.3,49.2
P50542,Peroxisomal targeting signal 1 receptor OS=Homo sapiens OX=9606 GN=PEX5 PE=1 SV=3,17,7,30,639,39.1,14.5,25.3,40.3,37.6,39.0,43.4,32.0,30.9,33.1,62.1,53.4,86.2,65.9,71.6,68.6,52.8,51.9,48.1,72.2
P02585,"Troponin C, skeletal muscle OS=Homo sapiens OX=9606 GN=TNNC2 PE=1 SV=2",11,2,3,160,,,,,,,,,,,,2.9,8.8,13.5,8.3,10.7,195.7,29.0,5.0,27.3
Q13418,Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=2,12,4,9,452,27.0,13.0,31.8,28.2,28.2,22.9,21.4,16.3,25.7,24.1,25.5,20.7,39.0,28.5,32.7,37.0,25.1,28.8,19.6,34.7
Q92598,Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1 PE=1 SV=1,6,4,10,858,109.9,80.4,144.5,161.4,169.0,165.5,146.0,103.9,112.2,128.1,100.0,74.9,124.9,95.7,102.3,109.9,81.1,80.3,70.2,120.1
P78527,DNA-dependent protein kinase catalytic subunit OS=Homo sapiens OX=9606 GN=PRKDC PE=1 SV=3,1,3,4,4128,,,,,,,,,,,33.5,24.4,52.0,40.2,41.2,43.8,55.0,46.2,26.2,52.0
Q13464,Rho-associated protein kinase 1 OS=Homo sapiens OX=9606 GN=ROCK1 PE=1 SV=1,2,3,7,1354,50.8,33.7,55.7,64.8,53.7,60.1,54.1,47.6,55.0,52.8,68.7,65.4,102.8,77.7,84.1,87.9,64.4,80.1,59.1,95.9
Q01082,"Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2",16,30,84,2364,171.5,89.0,173.0,197.0,153.5,179.9,196.7,144.8,160.3,150.5,87.5,73.9,130.2,86.5,101.8,97.7,82.4,82.0,68.5,105.3
P10398,Serine/threonine-protein kinase A-Raf OS=Homo sapiens OX=9606 GN=ARAF PE=1 SV=2,4,3,4,606,16.7,11.2,15.4,19.8,13.0,16.6,20.6,11.5,13.4,9.1,,,,,,,,,,
Q9UPY8,Microtubule-associated protein RP/EB family member 3 OS=Homo sapiens OX=9606 GN=MAPRE3 PE=1 SV=1,6,2,4,281,41.9,18.5,34.6,32.8,28.4,35.7,40.8,32.1,33.7,37.4,28.7,20.8,30.4,23.5,25.8,26.7,22.9,20.2,20.5,30.2
O75083,WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=WDR1 PE=1 SV=4,6,4,14,606,55.1,40.8,65.3,66.9,66.1,65.6,77.9,56.1,58.4,51.8,132.0,114.0,195.5,158.5,178.7,212.4,129.2,158.0,121.5,206.4
P61158,Actin-related protein 3 OS=Homo sapiens OX=9606 GN=ACTR3 PE=1 SV=3,24,9,46,418,246.0,155.3,297.0,293.1,241.0,272.4,271.4,210.9,251.8,238.6,119.6,113.3,174.7,144.1,145.6,167.0,102.0,127.9,104.4,173.7
P21695,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic OS=Homo sapiens OX=9606 GN=GPD1 PE=1 SV=4",5,2,6,349,55.1,30.1,61.9,54.6,66.0,63.0,60.4,52.9,58.9,71.9,59.2,60.3,90.2,77.9,81.9,82.2,97.6,75.7,64.1,92.0
P52294,Importin subunit alpha-5 OS=Homo sapiens OX=9606 GN=KPNA1 PE=1 SV=3,5,2,10,538,,,,,,,,,,,65.9,55.1,56.3,75.3,54.5,69.4,63.4,63.2,53.4,102.1
Q6UXN9,WD repeat-containing protein 82 OS=Homo sapiens OX=9606 GN=WDR82 PE=1 SV=1,6,2,3,313,15.8,9.3,16.7,17.6,19.3,17.7,15.4,12.8,18.6,18.7,116.7,102.1,181.1,129.4,132.6,141.8,103.2,127.7,95.0,154.2
P42574,Caspase-3 OS=Homo sapiens OX=9606 GN=CASP3 PE=1 SV=2,13,4,11,277,63.6,35.6,57.1,73.3,50.9,69.0,61.4,49.6,62.7,54.0,58.6,55.8,68.5,51.0,56.2,59.0,37.0,42.3,41.2,69.9
