Abundances (Grouped): NASA Ftl 126,Abundances (Grouped): NASA Ftl 127N,Abundances (Grouped): NASA Ftl 127C,Abundances (Grouped): NASA Ftl 128N,Abundances (Grouped): NASA Ftl 128C,Abundances (Grouped): NASA Ftl 129N,Abundances (Grouped): NASA Ftl 129C,Abundances (Grouped): BA Pool Ftl 130N,Abundances (Grouped): Ftl Pool 130C,Abundances (Grouped): Pool Ftl 131,Abundances (Grouped): NASA GC 126,Abundances (Grouped): NASA GC 127N,Abundances (Grouped): NASA GC 127C,Abundances (Grouped): NASA GC 128N,Abundances (Grouped): NASA GC 128C,Abundances (Grouped): NASA GC 129N,Abundances (Grouped): NASA GC 129C,Abundances (Grouped): BA Pool GC 130N,Abundances (Grouped): GC Pool 130C,Abundances (Grouped): Pool GC 131,mouse_accession,Description,Coverage [%]
64.6,38.4,80.8,89.9,68.4,84.9,83.9,62.3,66.8,57.4,60.3,51.1,70,49,66.6,63.5,45.8,43.6,40.4,60,P59242,Cingulin OS=Mus musculus OX=10090 GN=Cgn PE=1 SV=1,7
99.8,65.4,127.1,121.4,115.6,104.6,108.9,79.3,83.3,91.9,30.5,27.9,91.2,56.8,90.2,75.5,41.3,56.2,58.9,72,P60670,Nuclear protein localization protein 4 homolog OS=Mus musculus OX=10090 GN=Nploc4 PE=1 SV=3,10
27.7,19.5,31.7,26.1,27.7,24.9,35.7,24.7,27,24.8,,,,,,,,,,,P18826,"Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform OS=Mus musculus OX=10090 GN=Phka1 PE=1 SV=3",2
47.5,33,46.7,119.1,44,53.1,54.3,39.7,49.9,54.6,91.3,90.8,124,105.8,118.2,116.9,73.8,97.7,84.3,123.1,P38647,"Stress-70 protein, mitochondrial OS=Mus musculus OX=10090 GN=Hspa9 PE=1 SV=3",17
32.3,19.9,41.2,37.1,33.8,28.6,36.8,30.6,31.6,28.9,19.3,9.5,25.1,16.3,15.6,19,11.9,13.7,9.9,20.6,Q9D820,Prolyl-tRNA synthetase associated domain-containing protein 1 OS=Mus musculus OX=10090 GN=Prorsd1 PE=1 SV=1,18
87.3,57.5,94.9,110.4,103,96.8,100.2,73.8,98.4,83.7,66.1,40.7,74.8,67.9,70.4,72.9,49.6,55.6,35.9,78.5,Q8BG05,Heterogeneous nuclear ribonucleoprotein A3 OS=Mus musculus OX=10090 GN=Hnrnpa3 PE=1 SV=1,24
33.9,20.1,36.8,37.4,35.9,35.6,34.5,27.2,31.3,31.6,27.4,27,42.8,30,31,36.4,27,29.5,33,38,Q570Y9,DEP domain-containing mTOR-interacting protein OS=Mus musculus OX=10090 GN=Deptor PE=1 SV=2,24
96.8,57.4,171.6,218.9,135.7,133.3,142.8,97,135.4,109.4,87.6,80.2,223.8,157.8,220.1,225,137.4,117.2,164.2,158.5,Q8K1J6,"CCA tRNA nucleotidyltransferase 1, mitochondrial OS=Mus musculus OX=10090 GN=Trnt1 PE=1 SV=1",7
23.6,15.1,24.5,47.4,23.2,26.2,23.3,17.2,14.8,19.1,53.4,50.2,86.2,75.2,78.6,63.8,92.5,63.9,37.4,78.1,Q8VI47,ATP-binding cassette sub-family C member 2 OS=Mus musculus OX=10090 GN=Abcc2 PE=1 SV=2,6
22.3,17,32,36.9,33.2,30.6,35.7,28.3,28.1,25.1,22.6,21.1,34.8,22.5,25.2,17.8,20.6,19.3,18.5,27.2,Q8VE47,Ubiquitin-like modifier-activating enzyme 5 OS=Mus musculus OX=10090 GN=Uba5 PE=1 SV=2,9
101.2,48.9,88.1,97.1,97.6,92.6,101,73.9,116.6,92,67.6,68.4,116.4,82.5,101,83.5,79.9,76.4,68,89.5,Q8K4H1,Kynurenine formamidase OS=Mus musculus OX=10090 GN=Afmid PE=1 SV=1,24
114.7,80.4,136.9,145.3,148,141.1,144.6,107,141.7,130.7,13.5,12.3,20.5,16.8,17.6,20.3,20.6,15.3,13.8,21.8,Q9D8X1,Copper homeostasis protein cutC homolog OS=Mus musculus OX=10090 GN=Cutc PE=1 SV=1,11
13.1,9.5,14,17.4,15.9,16.1,16.7,11.8,16.6,16,24.7,16.6,29.3,21.1,23.9,24,15.3,19.8,23.2,31.5,P30285,Cyclin-dependent kinase 4 OS=Mus musculus OX=10090 GN=Cdk4 PE=1 SV=1,17
,,,,,,,,,,88.6,75.1,143.4,89.9,101.5,120.4,61.5,89.6,72.6,121.3,Q6PD03,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform OS=Mus musculus OX=10090 GN=Ppp2r5a PE=1 SV=1,4
139.9,130.5,162.4,197.5,159.9,155.9,322.8,236.1,167,267.3,146.7,44.7,80.8,50.3,60.8,72.5,308.8,82,50.2,104.6,P31001,Desmin OS=Mus musculus OX=10090 GN=Des PE=1 SV=3,42
248.1,138,215.3,295.1,201.8,247.5,267.7,204.1,161.9,216.7,97.5,103,203.5,153.8,126.6,115.4,106.5,119.8,71.4,141.3,P55096,ATP-binding cassette sub-family D member 3 OS=Mus musculus OX=10090 GN=Abcd3 PE=1 SV=2,14
49.2,37.3,28.6,46.4,20.5,30,22.8,24.3,32.6,28.2,35.5,53.2,51,67.6,52.4,56.1,51.1,52.6,43.2,72.6,P11714,Cytochrome P450 2D9 OS=Mus musculus OX=10090 GN=Cyp2d9 PE=1 SV=2,9
61.8,33,61.4,78.7,52.1,62.9,65.4,50.9,49.4,64.7,11.9,12.5,21.6,16.3,17.1,17.1,13.6,17.3,14.5,25.4,Q7TMY8,E3 ubiquitin-protein ligase HUWE1 OS=Mus musculus OX=10090 GN=Huwe1 PE=1 SV=5,3
61.1,39.7,50.9,101.7,51.7,73.6,72.6,49,45.9,60.8,72,73.9,128.2,86.6,85.7,97.8,75.7,82.1,59,102.1,P62835,Ras-related protein Rap-1A OS=Mus musculus OX=10090 GN=Rap1a PE=1 SV=1,16
12.4,9.7,16.6,16.7,11.1,11.7,15.2,13.5,15.9,13.6,13,8,14.9,16.2,11.8,17.2,12.6,8.4,9.5,19.4,P28666,Murinoglobulin-2 OS=Mus musculus OX=10090 GN=Mug2 PE=1 SV=2,6
,,,,,,,,,,5.3,7.1,9.5,9.1,8.8,8.2,29.9,12.6,6.5,15.3,O35841,Apoptosis inhibitor 5 OS=Mus musculus OX=10090 GN=Api5 PE=1 SV=2,9
16.6,13.7,14.3,38.8,10.3,18.1,20.5,13.2,11.2,17.4,16.7,8.9,27.9,15.5,14.3,20,7.5,11.1,7.7,14.2,E9Q5K4,Cytochrome P450 2C44 OS=Mus musculus OX=10090 GN=Cyp2c23 PE=1 SV=1,7
28.1,30.1,51.4,46.1,46,39.4,43.1,29.4,39.6,45.9,31.2,26.3,51,32.4,37.7,38.2,33.4,35.8,28.1,45,Q9D8X2,Coiled-coil domain-containing protein 124 OS=Mus musculus OX=10090 GN=Ccdc124 PE=1 SV=1,6
20.2,10.2,21.8,29.1,25.5,29.2,18.8,20.2,26.5,19.6,141.6,144.8,239.3,163.5,186.1,172.7,124,138.1,142.5,210.2,O08738,Caspase-6 OS=Mus musculus OX=10090 GN=Casp6 PE=1 SV=1,12
55.5,29,45.9,53,48.3,57.7,51.5,42.2,49.5,45.3,33.7,37.4,61.5,47.1,45.3,50.7,34.6,29.6,35.1,44.2,Q9DB05,Alpha-soluble NSF attachment protein OS=Mus musculus OX=10090 GN=Napa PE=1 SV=1,22
45,19.5,33.3,45.8,42.1,44.4,49.5,34.8,37.7,37,53.3,50.7,78.3,62.3,65.5,53.7,49.6,48.4,44.6,63,O09012,Peroxisomal targeting signal 1 receptor OS=Mus musculus OX=10090 GN=Pex5 PE=1 SV=2,24
59.3,42.4,80.4,91.1,73.2,72.4,71.1,60.3,68.4,65.1,56.8,39.8,68.3,51.3,66,69.6,45,49.3,43.7,65.7,Q9DBT5,AMP deaminase 2 OS=Mus musculus OX=10090 GN=Ampd2 PE=1 SV=1,6
875.9,600.2,843.8,981.9,830.4,977.7,880.7,826.9,727,910.1,690.9,725.1,973.9,859.3,807.9,790.8,790.4,825.8,527.9,985.2,P16858,Glyceraldehyde-3-phosphate dehydrogenase OS=Mus musculus OX=10090 GN=Gapdh PE=1 SV=2,23
41.6,15.5,18.5,23,29.6,13.8,14.4,16.4,28,19.2,41.4,43.8,66.4,47.1,47.7,50.9,35.9,32.7,33.6,55.2,Q91YJ2,Sorting nexin-4 OS=Mus musculus OX=10090 GN=Snx4 PE=1 SV=1,12
97.4,48.9,73.3,112.4,113.4,112.6,122.2,81.1,93.2,93.7,62.5,61.2,106.6,68.3,70.8,64.7,50.8,60.8,52.1,79.3,Q03311,Cholinesterase OS=Mus musculus OX=10090 GN=Bche PE=1 SV=2,6
122.6,86,124.7,146.1,118.5,126.5,114.4,108.7,99.1,105.9,46.7,39.5,68.6,55.4,61.9,61.6,51.9,54.1,39.6,68.2,Q9QZX7,Serine racemase OS=Mus musculus OX=10090 GN=Srr PE=1 SV=1,8
23.9,12.3,29.1,28,27,27.6,24.3,20.6,24.1,18.9,20.1,19.5,30.8,24.3,24.2,27,20.6,23.4,20,29.1,Q9ER72,"Cysteine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Cars1 PE=1 SV=2",11
53.2,38.6,70.7,77.1,55.2,55.1,67.4,47.5,51.7,52.8,19.1,17.4,32.7,16.2,20.9,21.2,33.4,19.4,15,25.1,P21107,Tropomyosin alpha-3 chain OS=Mus musculus OX=10090 GN=Tpm3 PE=1 SV=3,24
,,,,,,,,,,43.5,37,77.6,55.6,60,62.3,46.7,52.8,42.6,71.8,Q9JM96,Cdc42 effector protein 4 OS=Mus musculus OX=10090 GN=Cdc42ep4 PE=1 SV=1,13
179.2,86.3,158.2,180.5,132.4,177.1,163,124.8,135.4,128.2,72,71.8,69.3,74.3,69.5,78.6,52.4,53.4,48.4,79.9,P47963,60S ribosomal protein L13 OS=Mus musculus OX=10090 GN=Rpl13 PE=1 SV=3,20
238.4,142.2,166.3,364.8,185.8,275.7,262.6,198.5,170.8,202.1,401.9,359,582.2,477,401.3,404.7,307.9,360.2,245.6,474.6,P58710,L-gulonolactone oxidase OS=Mus musculus OX=10090 GN=Gulo PE=1 SV=3,20
33.1,23.2,34.6,41.3,40.9,33.9,32.3,29.3,33.1,34.8,14.2,17.1,25.9,15.4,20.7,20.3,14.9,16.6,15.3,20.5,Q9R0U0,Serine/arginine-rich splicing factor 10 OS=Mus musculus OX=10090 GN=Srsf10 PE=1 SV=2,15
74,54.7,78.7,71.3,58.1,62.2,61.1,47.2,65.2,48,78.6,45.4,95.5,63.1,95.5,85.3,56.4,65.8,98.7,113.2,Q63880,Carboxylesterase 3A OS=Mus musculus OX=10090 GN=Ces3a PE=1 SV=2,22
122,76,100.9,128.2,154.2,118.2,140.3,110.8,94.2,105.3,169.2,148.5,250.9,180.6,209.7,173.8,156.6,172.4,129.8,219.6,Q9WV68,"Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing] OS=Mus musculus OX=10090 GN=Decr2 PE=1 SV=1",23
11.5,8.4,13,21.5,11.2,16.2,12.4,8.3,11.3,12.9,,,,,,,,,,,Q9ERL9,Guanylate cyclase soluble subunit alpha-1 OS=Mus musculus OX=10090 GN=Gucy1a1 PE=1 SV=2,2
25.4,17.3,29.4,27.3,26.3,28.1,26.8,22.6,31.3,21.2,,,,,,,,,,,Q9QZM0,Ubiquilin-2 OS=Mus musculus OX=10090 GN=Ubqln2 PE=1 SV=2,11
93.6,56.3,113.8,127.6,103,117.2,107.2,81.3,98.8,86.9,51.2,39,88.5,54.5,64.2,59.9,48.3,50.5,44.9,75.8,Q9QZE5,Coatomer subunit gamma-1 OS=Mus musculus OX=10090 GN=Copg1 PE=1 SV=1,16
52.6,30.6,48.1,51.7,47.9,50.8,48.4,42.9,51.2,46.9,28.1,23.8,29.9,23.4,25.1,28.1,20.3,20.6,24.3,29.6,Q9JHW2,Omega-amidase NIT2 OS=Mus musculus OX=10090 GN=Nit2 PE=1 SV=1,22
20.6,15.3,29.8,68.3,26.2,30.8,24.9,24.8,22.7,25.7,48.5,42.3,80.8,49.5,67.8,67.3,47.1,49.3,47.5,76.2,Q8R2Q8,Bone marrow stromal antigen 2 OS=Mus musculus OX=10090 GN=Bst2 PE=1 SV=1,11
27,14.7,20.2,30.6,15.1,26,24.3,18.9,19.3,24.4,28.5,24.8,34.8,31.3,34.4,38.5,24.6,31.9,20.3,42.8,Q99LC3,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial OS=Mus musculus OX=10090 GN=Ndufa10 PE=1 SV=1",31
86.9,55.4,105.4,136.8,104.9,116.2,164.4,97.4,103.5,130.4,120,63.8,164.7,142.2,114.5,174.8,152.6,123.7,75.7,141.7,P14069,Protein S100-A6 OS=Mus musculus OX=10090 GN=S100a6 PE=1 SV=3,17
38.5,27.6,49.2,49.5,46.8,46.1,53.2,29.7,50.6,47.3,,,,,,,,,,,Q99PL6,UBX domain-containing protein 6 OS=Mus musculus OX=10090 GN=Ubxn6 PE=1 SV=1,6
234.2,160.9,284.6,286.2,259,260.4,257.5,222.2,191,222.8,126,97.6,229.9,119.9,156.6,127,91.4,104.3,88.9,148.8,O35423,"Serine--pyruvate aminotransferase, mitochondrial OS=Mus musculus OX=10090 GN=Agxt PE=1 SV=3",21
82.4,38.5,59.3,115.2,52.1,76.1,69.7,59.5,63.6,69.7,72.6,84.1,166.8,113.9,97.5,93.5,84.9,96.1,57.2,128,O54749,Cytochrome P450 2J5 OS=Mus musculus OX=10090 GN=Cyp2j5 PE=1 SV=1,14
25,15.4,21.5,30.6,18,26.7,27.2,16.3,17,18.1,,,,,,,,,,,Q6P6J9,Thioredoxin domain-containing protein 15 OS=Mus musculus OX=10090 GN=Txndc15 PE=1 SV=1,10
92.6,60.7,111.3,121.1,97.6,100.9,109.1,73,84.3,85.9,13.6,12,20.9,14.9,17.8,19.6,11.9,15.5,12.6,20.6,Q9QZQ1,Afadin OS=Mus musculus OX=10090 GN=Afdn PE=1 SV=3,8
102.2,53.3,81.7,104.7,103.2,104.3,101.4,78,50.8,85.8,75.6,87.1,148.1,96.1,98.2,99.4,87.5,83.2,47,104.9,Q9JM62,Receptor expression-enhancing protein 6 OS=Mus musculus OX=10090 GN=Reep6 PE=1 SV=1,15
24.6,13.9,43.1,37.8,28.4,31.4,29.7,26.5,26.3,29.3,18.2,13,28.4,23,23.7,22.2,16,21.9,15.1,30.2,Q99K01,Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Mus musculus OX=10090 GN=Pdxdc1 PE=1 SV=2,13
37.5,27.3,59,51.4,42.3,43.2,57.9,36.9,38,34.3,27.6,26,44.6,35.8,42.1,29.8,21.7,28.6,22.4,37,Q3UIL6,Pleckstrin homology domain-containing family A member 7 OS=Mus musculus OX=10090 GN=Plekha7 PE=1 SV=2,4
45.8,30.8,35.9,82.2,37.4,55.1,49.5,36.8,35.9,37.2,65.3,59.8,132.6,82,69.8,85.5,54,74.1,50.7,98.2,Q9R0P6,Signal peptidase complex catalytic subunit SEC11A OS=Mus musculus OX=10090 GN=Sec11a PE=1 SV=1,11
21,13.5,17.5,18.9,16.7,19.2,19.9,18.9,19.7,17.6,,,,,,,,,,,Q9D187,Cytosolic iron-sulfur assembly component 2B OS=Mus musculus OX=10090 GN=Ciao2b PE=1 SV=1,17
106.7,55.8,98.8,107.2,127.4,112.2,110.4,99,114.2,106.4,219.3,205.4,327.7,291.4,262,280.2,274.6,243.1,214.9,346.4,P34914,Bifunctional epoxide hydrolase 2 OS=Mus musculus OX=10090 GN=Ephx2 PE=1 SV=2,19
93.3,55.7,69.3,71.5,59.8,83.9,56.5,73.9,51.2,76.9,55.8,55.9,93.8,66,69,73.2,53.4,59.1,46,74.9,P14685,26S proteasome non-ATPase regulatory subunit 3 OS=Mus musculus OX=10090 GN=Psmd3 PE=1 SV=3,17
205.7,130,178.4,229.3,185.4,196,196.6,175.7,183.4,171.4,149.9,157.3,197.2,206.6,194.6,188.8,227.2,168.6,130.4,223.1,Q99KI0,"Aconitate hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Aco2 PE=1 SV=1",29
56.4,35.5,60.8,56.8,63.5,55.6,51.2,49.6,52,46.1,112.9,114.6,167.8,148.2,146.8,121.8,121.2,105.5,98.6,147.3,Q9QXY6,EH domain-containing protein 3 OS=Mus musculus OX=10090 GN=Ehd3 PE=1 SV=2,22
13.2,5.2,10.5,15.9,9.3,11.8,11.8,9,13.3,16.2,13,12.4,17.8,15.2,13.6,15.8,11.8,12.2,13.7,14.6,Q3UYI5,Ral guanine nucleotide dissociation stimulator-like 3 OS=Mus musculus OX=10090 GN=Rgl3 PE=1 SV=2,3
281.6,161.1,340.5,374.5,286.7,299.8,291.2,248.8,277,270,209.6,179.3,303.3,220.6,234.3,274.9,179.3,220.6,174.2,300.7,Q8VDD5,Myosin-9 OS=Mus musculus OX=10090 GN=Myh9 PE=1 SV=4,18
64.2,35.1,52.9,57.6,61.7,66.8,63.3,47.5,64.5,61.7,,,,,,,,,,,Q8VE38,Oxidoreductase NAD-binding domain-containing protein 1 OS=Mus musculus OX=10090 GN=Oxnad1 PE=1 SV=2,9
174.8,104.7,87.2,244.9,111.5,158.3,148.4,118.5,97.8,134.3,97.1,124.9,194.2,193.6,151,162.6,134,139.3,85,182.7,Q9CQ54,NADH dehydrogenase [ubiquinone] 1 subunit C2 OS=Mus musculus OX=10090 GN=Ndufc2 PE=1 SV=1,33
,,,,,,,,,,94.9,102.1,132.1,132.4,125.5,146.3,118.5,102.1,83.9,132.2,Q9D358,Low molecular weight phosphotyrosine protein phosphatase OS=Mus musculus OX=10090 GN=Acp1 PE=1 SV=3,28
35.7,26.1,31.6,52.8,30.9,33,30.9,27.3,26.2,29.5,35.1,40.8,54.5,44.1,51,49.6,32.7,39.7,28,53.4,O70152,Dolichol-phosphate mannosyltransferase subunit 1 OS=Mus musculus OX=10090 GN=Dpm1 PE=1 SV=1,17
139,91.5,133.5,159.3,110.9,118.8,111.1,90.8,110.4,103.5,136.2,123.5,146,137.1,131,142,104.3,113.7,108.3,157.2,Q9CZM2,60S ribosomal protein L15 OS=Mus musculus OX=10090 GN=Rpl15 PE=1 SV=4,11
701.2,438.8,409.7,1132.2,535.2,761,770.1,555.1,489.3,610.3,553.4,567.9,1046,872.1,600,675.4,473.5,595.7,344.5,697,P17717,UDP-glucuronosyltransferase 2B17 OS=Mus musculus OX=10090 GN=Ugt2b17 PE=1 SV=1,16
110.6,84.4,153.8,128.3,117.9,126.2,126.4,88.1,101.4,120.9,69.7,60.1,115,82.1,91.9,88.1,66.8,67.4,57.3,98.6,Q6IRU5,Clathrin light chain B OS=Mus musculus OX=10090 GN=Cltb PE=1 SV=1,7
138.2,99.7,158.6,173.7,146.7,147.3,154.2,113.2,153.1,136.9,70,52.4,93.1,74.6,84.2,84.5,63.8,61.1,62.2,90.3,Q91Z53,Glyoxylate reductase/hydroxypyruvate reductase OS=Mus musculus OX=10090 GN=Grhpr PE=1 SV=1,36
46.1,32.3,59.5,67.1,47.4,44.4,66.1,52.9,53.2,48.4,43.7,28.6,58.3,35.7,44,53.9,29.5,35.3,43.1,50.5,P19324,Serpin H1 OS=Mus musculus OX=10090 GN=Serpinh1 PE=1 SV=3,24
7.8,7.6,16.5,24.4,16.8,16.4,17.3,10.4,19.4,9.7,62.4,69.6,534.3,320.5,462.1,457.6,200.8,213.4,318,306.4,Q8BYB9,Protein O-glucosyltransferase 1 OS=Mus musculus OX=10090 GN=Poglut1 PE=1 SV=2,5
,,,,,,,,,,19.7,25,35,22.6,28.5,23.7,20.2,25.1,15.7,25.4,Q91YE6,Importin-9 OS=Mus musculus OX=10090 GN=Ipo9 PE=1 SV=3,6
224.4,117.9,243.8,235.1,299.8,249.6,287.2,178.7,261.1,218.6,83.3,74,114.1,71.5,83.8,82.7,67.4,69.4,56.7,98.8,Q9D826,Peroxisomal sarcosine oxidase OS=Mus musculus OX=10090 GN=Pipox PE=1 SV=1,29
30.1,16.6,46.3,48.9,46.8,47.5,37.9,34.3,33.7,32,12.5,14.5,19.2,10,14.4,12,11.9,14.5,14.4,20.9,Q9JIK5,Nucleolar RNA helicase 2 OS=Mus musculus OX=10090 GN=Ddx21 PE=1 SV=3,8
53.5,18.1,29.1,86.1,30.8,53.9,43.8,32.8,25.6,40,68.2,68.2,83.3,68.7,62.4,53.9,44.1,55.4,40.2,78,P0DN91,Transmembrane protein 254c OS=Mus musculus OX=10090 GN=Tmem254c PE=1 SV=1,18
,,,,,,,,,,42.6,32.7,51.3,39.9,45.1,46.8,30.9,38.7,28.4,48.9,Q59J78,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 OS=Mus musculus OX=10090 GN=Ndufaf2 PE=1 SV=1,15
23.7,18.9,27.6,29.6,26.9,29,29.5,24.3,27.5,27.4,55.1,37.6,76.6,62.7,58.5,60.8,37.6,55.2,40.2,59.3,P99026,Proteasome subunit beta type-4 OS=Mus musculus OX=10090 GN=Psmb4 PE=1 SV=1,32
93,49.1,57.7,191.2,61.6,94.4,98.7,81,58.9,75.6,39,40.3,68.4,62.7,38.8,48.8,37.9,39.8,24.1,51.3,Q9CY27,Very-long-chain enoyl-CoA reductase OS=Mus musculus OX=10090 GN=Tecr PE=1 SV=1,14
14.5,8.3,13.4,17.7,14.7,18,17.7,14.3,12.4,16.3,34.8,30.4,38.5,34.9,39,34.9,26.6,29.8,23.2,40.5,Q8K2Y7,"39S ribosomal protein L47, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl47 PE=1 SV=2",8
24.2,10.3,20.2,23.6,20.8,22.8,29.2,14.7,24.3,24.2,23.9,32.1,34.3,30.5,30.9,24.9,21.8,17.3,21,34.6,Q58A65,C-Jun-amino-terminal kinase-interacting protein 4 OS=Mus musculus OX=10090 GN=Spag9 PE=1 SV=2,2
19.6,12.4,25.6,28.2,22.6,23.6,16.3,18.3,18.4,21.4,21.7,22.1,33.4,24.3,31.2,25.8,21.9,20.8,20.7,34.3,E9Q735,Ubiquitin conjugation factor E4 A OS=Mus musculus OX=10090 GN=Ube4a PE=1 SV=1,9
,,,,,,,,,,10.9,9.7,18.6,15.6,16.6,16.9,12.7,13.7,9.1,16,Q8K2Q0,COMM domain-containing protein 9 OS=Mus musculus OX=10090 GN=Commd9 PE=1 SV=3,12
20.2,14.5,23.2,19.8,18.1,20.8,23.3,20.1,24.3,25.4,28.9,25,49.9,31.3,35.6,44.5,27.8,31.1,26.2,47.7,Q6ZQ58,La-related protein 1 OS=Mus musculus OX=10090 GN=Larp1 PE=1 SV=3,6
95.4,79.1,139.3,91.6,56.1,62.4,68.8,79.6,54.3,73.9,222.7,137.9,117.8,216.2,133.1,139.9,133.6,115,66.5,145.9,O55042,Alpha-synuclein OS=Mus musculus OX=10090 GN=Snca PE=1 SV=2,19
59.9,42.7,33.3,88.5,34.2,55.8,54.3,34.7,43.5,41.5,55.7,47.6,116.7,55.3,48.2,56.5,45.5,46,44.3,74.4,P56657,Cytochrome P450 2C40 OS=Mus musculus OX=10090 GN=Cyp2c40 PE=1 SV=2,10
45.3,18.1,48.1,41.7,53.1,49.9,52.2,36.7,43.6,38,83.9,76.6,115.5,88,98,92.2,78.6,76.5,66.5,109.4,P10630,Eukaryotic initiation factor 4A-II OS=Mus musculus OX=10090 GN=Eif4a2 PE=1 SV=2,31
15.6,9.1,14.8,16.2,14.4,18.1,18,13.6,14.5,14.6,94.1,83.6,132.4,111.4,105.4,109.4,82.7,87.9,76.1,123.4,Q8R059,UDP-glucose 4-epimerase OS=Mus musculus OX=10090 GN=Gale PE=1 SV=1,37
154.3,124.3,145.6,167,114.4,159.5,147.1,130.2,113.6,145.1,338.3,280.2,293.8,373,284.7,270.8,318.4,245.2,172.1,338.5,P07724,Albumin OS=Mus musculus OX=10090 GN=Alb PE=1 SV=3,26
,,,,,,,,,,23.5,22.5,44,36.9,36.2,43.1,30.7,28,34,35.5,P18654,Ribosomal protein S6 kinase alpha-3 OS=Mus musculus OX=10090 GN=Rps6ka3 PE=1 SV=2,4
110.7,65.4,102.2,124.5,103.4,112.7,121.1,93.3,119.4,110.5,71.7,66.9,71.6,89.4,90.7,96.3,54.6,65.5,65.4,100.8,Q91YP0,"L-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=L2hgdh PE=1 SV=1",22
226.3,121.8,199.7,223.2,186.1,201.8,194.7,165.6,196.7,189.3,187,158.4,202.4,193.6,218.3,200.2,138.3,168.6,151.7,235,P50136,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Bckdha PE=1 SV=1",32
55.3,25.3,47,64.3,40.8,47.3,43.1,39.8,36.2,43.1,35.9,33.9,82.8,46.7,49.7,50,49.9,41.2,31,57.5,Q9ERI6,Retinol dehydrogenase 14 OS=Mus musculus OX=10090 GN=Rdh14 PE=1 SV=1,10
104.1,46.6,94.7,84.5,77.4,95.9,92.4,67.7,87.3,75.3,53,48,73.1,55.9,65.2,74,55.1,54.5,47.5,71.4,Q61206,Platelet-activating factor acetylhydrolase IB subunit alpha2 OS=Mus musculus OX=10090 GN=Pafah1b2 PE=1 SV=2,12
90.8,63.6,105.4,132.4,104.5,109.1,116.8,88.2,101.6,99.8,110.2,82.5,102.2,115.2,105.6,111,88,100.9,90.8,127.2,Q8JZN5,"Complex I assembly factor ACAD9, mitochondrial OS=Mus musculus OX=10090 GN=Acad9 PE=1 SV=2",27
176.8,80.1,84.7,213.1,101.8,162.5,141.2,115.9,89.7,114.8,129.4,94.7,222.8,149.6,142.6,153.5,98.9,94.2,95.6,149.1,P37040,NADPH--cytochrome P450 reductase OS=Mus musculus OX=10090 GN=Por PE=1 SV=2,22
238.8,155.6,183.4,171.4,161.2,237.5,225.6,166.2,194.6,187.7,93.1,76.3,106.4,90.8,102.8,88.9,71.7,78.8,63.2,102.9,O35969,Guanidinoacetate N-methyltransferase OS=Mus musculus OX=10090 GN=Gamt PE=1 SV=1,32
72.3,43.6,74.6,73.9,69.3,72.2,70.3,59.7,69.6,58.8,65.8,62.9,76.9,63.7,67.3,66.3,66.4,58.7,57.2,79.2,Q9D6J6,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Mus musculus OX=10090 GN=Ndufv2 PE=1 SV=2",28
41.2,18.7,41.4,35.6,30,36.1,47.1,27,33.8,39.6,48.4,40.1,54.3,56.5,45.1,49.6,47.4,45.7,31.5,53.5,P13020,Gelsolin OS=Mus musculus OX=10090 GN=Gsn PE=1 SV=3,6
41.5,19.6,31.1,37.4,31.7,38.7,30.2,28.4,30.8,29,78.6,78.3,112.8,85.6,99.6,97.4,66.8,75.8,72.2,102.8,Q8BYL4,"Tyrosine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Yars2 PE=1 SV=2",6
42.4,24.5,42.6,56.1,36.7,48.9,35.1,30.8,30,39.2,11,7.6,14.2,15.7,11.1,8.6,10,6.6,8.3,12.7,P49182,Heparin cofactor 2 OS=Mus musculus OX=10090 GN=Serpind1 PE=1 SV=1,8
35.5,19.3,42.7,42.4,35.6,36.2,37.3,22,35.8,27.4,,,,,,,,,,,Q8K0P3,MTOR-associated protein MEAK7 OS=Mus musculus OX=10090 GN=Meak7 PE=2 SV=1,6
106.4,67.6,100.7,161,87.6,118.1,110.6,85,86.7,96.5,142.4,122.7,234.1,140.5,162,183.6,91.1,122.3,79.3,161.7,Q9CZS1,"Aldehyde dehydrogenase X, mitochondrial OS=Mus musculus OX=10090 GN=Aldh1b1 PE=1 SV=1",17
